dataset	nb_rows	column	value	type	nb_levels	is_row	description	controlled_term	units	term_url
ds002683	30	age	n/a	int64	12	True	n/a	n/a	n/a	n/a
ds002683	30	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002683	30	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002683	30	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002683	30	group	n/a	object	1	True	n/a	n/a	n/a	n/a
ds002683	30	group	control	n/a	0	False	n/a	n/a	n/a	n/a
ds002684	4	participant_id	n/a	object	4	True	n/a	nb:ParticipantID	n/a	n/a
ds002684	4	age	n/a	int64	2	True	n/a	n/a	n/a	n/a
ds002684	4	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002684	4	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002684	4	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002684	4	group	n/a	object	1	True	n/a	n/a	n/a	n/a
ds002684	4	group	healthy control	n/a	0	False	n/a	n/a	n/a	n/a
ds002685	13	participant_id	n/a	object	13	True	n/a	nb:ParticipantID	n/a	n/a
ds002685	13	age	n/a	nb:euro	13	True	n/a	n/a	n/a	n/a
ds002685	13	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002685	13	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002685	13	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002685	13	handedness score	n/a	nb:euro	6	True	n/a	n/a	n/a	n/a
ds002687	24	participant_id	n/a	object	24	True	n/a	nb:ParticipantID	n/a	n/a
ds002687	24	sex	n/a	int64	2	True	Sex of participant	nb:Sex	n/a	n/a
ds002687	24	race	n/a	float64	4	True	How would you describe yourself?	n/a	n/a	n/a
ds002687	24	ethnicity	n/a	float64	2	True	Ethnicity of participants	n/a	n/a	n/a
ds002687	24	age	n/a	float64	24	True	Age in years at imaging	n/a	n/a	n/a
ds002687	24	SLD_datetime	n/a	datetime64[ns]	24	True	date and time of ses-T1_task-SLD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a
ds002687	24	SLI_datetime	n/a	datetime64[ns]	24	True	date and time of ses-T1_task-SLI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a
ds002687	24	SSD_datetime	n/a	datetime64[ns]	24	True	date and time of ses-T1_task-SSD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a
ds002687	24	SSI_datetime	n/a	datetime64[ns]	24	True	date and time of ses-T1_task-SSI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a
ds002687	24	VLD_datetime	n/a	datetime64[ns]	24	True	date and time of ses-T1_task-VLD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a
ds002687	24	VLI_datetime	n/a	datetime64[ns]	23	True	date and time of ses-T1_task-VLI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a
ds002687	24	VSD_datetime	n/a	datetime64[ns]	24	True	date and time of ses-T1_task-VSD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a
ds002687	24	VSI_datetime	n/a	datetime64[ns]	23	True	date and time of ses-T1_task-VSI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a
ds002702	10	participant_id	n/a	object	10	True	n/a	nb:ParticipantID	n/a	n/a
ds002702	10	sex	n/a	object	2	True	participant sex	nb:Sex	n/a	n/a
ds002702	10	sex	m	n/a	0	False	male	n/a	n/a	n/a
ds002702	10	sex	f	n/a	0	False	female	n/a	n/a	n/a
ds002711	15	participant_id	n/a	object	15	True	n/a	nb:ParticipantID	n/a	n/a
ds002711	15	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002711	15	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002711	15	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002711	15	age	n/a	int64	9	True	n/a	n/a	n/a	n/a
ds002712	28	participant_id	n/a	int64	28	True	n/a	nb:ParticipantID	n/a	n/a
ds002712	28	age	n/a	int64	8	True	n/a	n/a	n/a	n/a
ds002712	28	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002712	28	sex	f	n/a	0	False	n/a	n/a	n/a	n/a
ds002712	28	sex	m	n/a	0	False	n/a	n/a	n/a	n/a
ds002712	28	group	n/a	object	1	True	n/a	n/a	n/a	n/a
ds002712	28	group	control	n/a	0	False	n/a	n/a	n/a	n/a
ds002717	59	table1 codes,bids code,age,gender,group	n/a	object	59	True	n/a	n/a	n/a	n/a
ds002718	18	participant_id	n/a	object	18	True	Unique subject identifier	nb:ParticipantID	n/a	n/a
ds002718	18	age	n/a	float64	8	True	Age of the subject	n/a	n/a	n/a
ds002718	18	gender	n/a	object	3	True	Sex of the subject	nb:Sex	n/a	n/a
ds002718	18	gender	M	n/a	0	False	male	n/a	n/a	n/a
ds002718	18	gender	F	n/a	0	False	female	n/a	n/a	n/a
ds002718	18	gender		n/a	0	False	n/a	n/a	n/a	n/a
ds002725	21	participant_id	n/a	object	21	True	n/a	nb:ParticipantID	n/a	n/a
ds002725	21	age	n/a	int64	10	True	n/a	n/a	n/a	n/a
ds002725	21	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002725	21	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002725	21	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002727	27	participant_id	n/a	object	24	True	n/a	nb:ParticipantID	n/a	n/a
ds002727	27	age	n/a	float64	13	True	n/a	n/a	n/a	n/a
ds002727	27	sex	n/a	object	3	True	n/a	nb:Sex	n/a	n/a
ds002727	27	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002727	27	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002727	27	sex		n/a	0	False	n/a	n/a	n/a	n/a
ds002731	67	participant_id	n/a	int64	67	True	n/a	nb:ParticipantID	n/a	n/a
ds002731	67	age	n/a	int64	8	True	n/a	n/a	n/a	n/a
ds002731	67	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002731	67	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002731	67	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002731	67	group	n/a	object	2	True	n/a	n/a	n/a	n/a
ds002731	67	group	audio-visual	n/a	0	False	n/a	n/a	n/a	n/a
ds002731	67	group	visual-visual	n/a	0	False	n/a	n/a	n/a	n/a
ds002732	30	participant_id	n/a	object	30	True	n/a	nb:ParticipantID	n/a	n/a
ds002732	30	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002732	30	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002732	30	sex	W	n/a	0	False	n/a	n/a	n/a	n/a
ds002732	30	age	n/a	int64	12	True	n/a	n/a	n/a	n/a
ds002737	1	participant_id	n/a	object	1	True	n/a	nb:ParticipantID	n/a	n/a
ds002737	1	age	n/a	int64	1	True	n/a	n/a	n/a	n/a
ds002737	1	sex	n/a	object	1	True	n/a	nb:Sex	n/a	n/a
ds002737	1	sex	m	n/a	0	False	n/a	n/a	n/a	n/a
ds002741	30	participant_id	n/a	int64	30	True	n/a	nb:ParticipantID	n/a	n/a
ds002741	30	analysis_id	n/a	object	1	True	n/a	n/a	n/a	n/a
ds002741	30	analysis_id	Right	n/a	0	False	n/a	n/a	n/a	n/a
ds002741	30	handedness	n/a	float64	1	True	n/a	n/a	n/a	n/a
ds002743	3	participant_id	n/a	object	3	True	n/a	nb:ParticipantID	n/a	n/a
ds002743	3	age	n/a	int64	1	True	n/a	n/a	n/a	n/a
ds002743	3	sex	n/a	object	1	True	n/a	nb:Sex	n/a	n/a
ds002743	3	sex	m	n/a	0	False	n/a	n/a	n/a	n/a
ds002748	72	participant_id	n/a	object	72	True	Unique participant identifier	nb:ParticipantID	n/a	n/a
ds002748	72	age	n/a	int64	31	True	Age of the participant	n/a	n/a	n/a
ds002748	72	gender	n/a	object	2	True	Sex of the participant	nb:Sex	n/a	n/a
ds002748	72	gender	M	n/a	0	False	male	n/a	n/a	n/a
ds002748	72	gender	F	n/a	0	False	female	n/a	n/a	n/a
ds002748	72	gender	f	n/a	0	False	n/a	n/a	n/a	n/a
ds002748	72	gender	m	n/a	0	False	n/a	n/a	n/a	n/a
ds002748	72	group	n/a	object	2	True	Experimental group	n/a	n/a	n/a
ds002748	72	group	depr	n/a	0	False	patients with depression	n/a	n/a	n/a
ds002748	72	group	control	n/a	0	False	healthy volunteers	n/a	n/a	n/a
ds002748	72	IQ_Raven	n/a	float64	37	True	IQ scores on Raven's Progressive Matrices	n/a	n/a	n/a
ds002748	72	ICD-10	n/a	object	5	True	International Statistical Classification of Diseases and Related Health Problems 10th Revision	n/a	n/a	n/a
ds002748	72	ICD-10	F32.0	n/a	0	False	Mild depressive episode	n/a	n/a	n/a
ds002748	72	ICD-10	F32.1	n/a	0	False	Moderate depressive episode	n/a	n/a	n/a
ds002748	72	ICD-10	F34.1	n/a	0	False	Dysthymia	n/a	n/a	n/a
ds002748	72	ICD-10	F34.9	n/a	0	False	Persistent mood disorder, unspecified	n/a	n/a	n/a
ds002748	72	ICD-10		n/a	0	False	n/a	n/a	n/a	n/a
ds002748	72	MADRS	n/a	float64	9	True	Montgomery-Asberg Depression Rating Scale	n/a	n/a	n/a
ds002748	72	Zung_SDS	n/a	float64	32	True	Zung Self-Rating Depression Scale	n/a	n/a	n/a
ds002748	72	BDI	n/a	float64	34	True	Beck Depression Inventory	n/a	n/a	n/a
ds002748	72	HADS-anx	n/a	float64	15	True	The Hospital Anxiety and Depression Scale - anxiety	n/a	n/a	n/a
ds002748	72	HADS-depr	n/a	float64	13	True	The Hospital Anxiety and Depression Scale - depression	n/a	n/a	n/a
ds002748	72	MC-SDS	n/a	float64	11	True	Marlowe–Crowne Social Desirability Scale	n/a	n/a	n/a
ds002748	72	TAS-26	n/a	float64	33	True	Toronto Alexithymia Scale	n/a	n/a	n/a
ds002748	72	ECR-avoid	n/a	float64	39	True	Experiences in Close Relationship Scale - avoidance	n/a	n/a	n/a
ds002748	72	ECR-anx	n/a	float64	44	True	Experiences in Close Relationship Scale - anxiety	n/a	n/a	n/a
ds002748	72	RRS-sum	n/a	float64	34	True	The ruminative response scale - sum	n/a	n/a	n/a
ds002748	72	RRS-reflection	n/a	float64	15	True	The ruminative response scale - reflection	n/a	n/a	n/a
ds002748	72	RRS-brooding	n/a	float64	14	True	The ruminative response scale - brooding	n/a	n/a	n/a
ds002748	72	RRS-depr	n/a	float64	29	True	The ruminative response scale - depression	n/a	n/a	n/a
ds002748	72	Edinburgh	n/a	float64	23	True	Edinburgh Handedness Inventory	n/a	n/a	n/a
ds002749	29	participant_id	n/a	object	29	True	n/a	nb:ParticipantID	n/a	n/a
ds002749	29	age	n/a	int64	19	True	n/a	n/a	n/a	n/a
ds002749	29	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002749	29	sex	f	n/a	0	False	n/a	n/a	n/a	n/a
ds002749	29	sex	m	n/a	0	False	n/a	n/a	n/a	n/a
ds002749	29	group	n/a	object	3	True	n/a	n/a	n/a	n/a
ds002749	29	group	depr no treatment	n/a	0	False	n/a	n/a	n/a	n/a
ds002749	29	group	depr cbt	n/a	0	False	n/a	n/a	n/a	n/a
ds002749	29	group	depr nfb	n/a	0	False	n/a	n/a	n/a	n/a
ds002750	3	participant_id	n/a	object	3	True	n/a	nb:ParticipantID	n/a	n/a
ds002750	3	sex	n/a	float64	1	True	n/a	nb:Sex	n/a	n/a
ds002750	3	age	n/a	int64	1	True	n/a	n/a	n/a	n/a
ds002773	19	participant_id	n/a	object	19	True	n/a	nb:ParticipantID	n/a	n/a
ds002773	19	age	n/a	int64	9	True	n/a	n/a	n/a	n/a
ds002773	19	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002773	19	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002773	19	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002773	19	group	n/a	object	1	True	n/a	n/a	n/a	n/a
ds002773	19	group	control	n/a	0	False	n/a	n/a	n/a	n/a
ds002776	26	participant_id	n/a	object	25	True	assigned participant-id	nb:ParticipantID	n/a	n/a
ds002776	26	age	n/a	int64	12	True	age of the participant	n/a	n/a	n/a
ds002776	26	sex	n/a	object	2	True	participant sex	nb:Sex	n/a	n/a
ds002776	26	sex	M	n/a	0	False	male	n/a	n/a	n/a
ds002776	26	sex	F	n/a	0	False	female	n/a	n/a	n/a
ds002776	26	group	n/a	int64	2	True	assigned group	n/a	n/a	n/a
ds002785	216	participant_id	n/a	object	216	True	n/a	nb:ParticipantID	n/a	n/a
ds002785	216	age	n/a	float64	34	True	Age of participant in years	n/a	n/a	n/a
ds002785	216	sex	n/a	object	3	True	(Self-reported) biological sex of participant	nb:Sex	n/a	n/a
ds002785	216	sex	M	n/a	0	False	male	n/a	n/a	n/a
ds002785	216	sex	F	n/a	0	False	female	n/a	n/a	n/a
ds002785	216	sex		n/a	0	False	n/a	n/a	n/a	n/a
ds002785	216	BMI	n/a	float64	15	True	n/a	n/a	n/a	http://purl.bioontology.org/ontology/SNOMEDCT/60621009
ds002785	216	handedness	n/a	object	4	True	Whether someone is left-handed, right-handed, or ambidextrous	n/a	n/a	n/a
ds002785	216	handedness	left	n/a	0	False	Left-handed	n/a	n/a	n/a
ds002785	216	handedness	right	n/a	0	False	Right-handed	n/a	n/a	n/a
ds002785	216	handedness	ambidextrous	n/a	0	False	Ambidextrous	n/a	n/a	n/a
ds002785	216	handedness		n/a	0	False	n/a	n/a	n/a	n/a
ds002785	216	education_category	n/a	object	2	True	Usniversity category	n/a	n/a	n/a
ds002785	216	education_category	academic	n/a	0	False	Enrolled at an academic university	n/a	n/a	n/a
ds002785	216	education_category	applied	n/a	0	False	Enrolled at a university of applied sciences	n/a	n/a	n/a
ds002785	216	religious_now	n/a	yes_no	3	True	Whether the subject considered him/herself religious or not	n/a	n/a	n/a
ds002785	216	raven_score	n/a	float64	25	True	Score on Raven's Progressive Matrices test (duration: 30 min)	n/a	n/a	n/a
ds002785	216	NEO_N	n/a	int64	38	True	Score on the Neuroticism scale of the NEO-FFI	n/a	n/a	n/a
ds002785	216	NEO_E	n/a	int64	25	True	Score on the Extraversion scale of the NEO-FFI	n/a	n/a	n/a
ds002785	216	NEO_O	n/a	int64	30	True	Score on the Openness scale of the NEO-FFI	n/a	n/a	n/a
ds002785	216	NEO_A	n/a	int64	25	True	Score on the Agreeableness scale of the NEO-FFI	n/a	n/a	n/a
ds002785	216	NEO_C	n/a	int64	31	True	Score on the Conscientiousness scale of the NEO-FFI	n/a	n/a	n/a
ds002790	226	participant_id	n/a	object	226	True	n/a	nb:ParticipantID	n/a	n/a
ds002790	226	age	n/a	float64	31	True	Age of participant in years	n/a	n/a	n/a
ds002790	226	sex	n/a	object	3	True	(Self-reported) biological sex of participant	nb:Sex	n/a	n/a
ds002790	226	sex	M	n/a	0	False	male	n/a	n/a	n/a
ds002790	226	sex	F	n/a	0	False	female	n/a	n/a	n/a
ds002790	226	sex		n/a	0	False	n/a	n/a	n/a	n/a
ds002790	226	BMI	n/a	float64	18	True	n/a	n/a	n/a	http://purl.bioontology.org/ontology/SNOMEDCT/60621009
ds002790	226	handedness	n/a	object	4	True	Whether someone is left-handed, right-handed, or ambidextrous	n/a	n/a	n/a
ds002790	226	handedness	left	n/a	0	False	Left-handed	n/a	n/a	n/a
ds002790	226	handedness	right	n/a	0	False	Right-handed	n/a	n/a	n/a
ds002790	226	handedness	ambidextrous	n/a	0	False	Ambidextrous	n/a	n/a	n/a
ds002790	226	handedness		n/a	0	False	n/a	n/a	n/a	n/a
ds002790	226	education_category	n/a	object	3	True	University category	n/a	n/a	n/a
ds002790	226	education_category	academic	n/a	0	False	Enrolled at an academic university	n/a	n/a	n/a
ds002790	226	education_category	applied	n/a	0	False	Enrolled at a university of applied sciences	n/a	n/a	n/a
ds002790	226	education_category		n/a	0	False	n/a	n/a	n/a	n/a
ds002790	226	raven_score	n/a	float64	24	True	Score on Raven's Progressive Matrices test (duration: 30 min)	n/a	n/a	n/a
ds002790	226	NEO_N	n/a	int64	39	True	Score on the Neuroticism scale of the NEO-FFI	n/a	n/a	n/a
ds002790	226	NEO_E	n/a	int64	31	True	Score on the Extraversion scale of the NEO-FFI	n/a	n/a	n/a
ds002790	226	NEO_O	n/a	int64	30	True	Score on the Openness scale of the NEO-FFI	n/a	n/a	n/a
ds002790	226	NEO_A	n/a	int64	25	True	Score on the Agreeableness scale of the NEO-FFI	n/a	n/a	n/a
ds002790	226	NEO_C	n/a	int64	32	True	Score on the Conscientiousness scale of the NEO-FFI	n/a	n/a	n/a
ds002793	28	participant_id	n/a	object	28	True	n/a	nb:ParticipantID	n/a	n/a
ds002793	28	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002793	28	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	n/a	ageY	13	True	n/a	n/a	n/a	n/a
ds002793	28	age	029Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	022Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	026Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	025Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	031Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	033Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	027Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	030Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	019Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	032Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	020Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	023Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002793	28	age	024Y	n/a	0	False	n/a	n/a	n/a	n/a
ds002797	22	participant_id	n/a	object	22	True	n/a	nb:ParticipantID	n/a	n/a
ds002797	22	age	n/a	int64	1	True	n/a	n/a	n/a	n/a
ds002797	22	sex	n/a	object	1	True	n/a	nb:Sex	n/a	n/a
ds002797	22	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002799	26	participant_id	n/a	object	26	True	n/a	nb:ParticipantID	n/a	n/a
ds002799	26	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002799	26	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002799	26	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002799	26	age	n/a	int64	18	True	n/a	n/a	n/a	n/a
ds002799	26	handedness	n/a	object	3	True	n/a	n/a	n/a	n/a
ds002799	26	handedness	L	n/a	0	False	n/a	n/a	n/a	n/a
ds002799	26	handedness	R+L	n/a	0	False	n/a	n/a	n/a	n/a
ds002799	26	handedness	R	n/a	0	False	n/a	n/a	n/a	n/a
ds002813	40	participant_id	n/a	object	40	True	n/a	nb:ParticipantID	n/a	n/a
ds002813	40	age	n/a	int64	13	True	Participant age, self-reported	n/a	n/a	n/a
ds002813	40	gender	n/a	object	2	True	Self-reported gender (open-ended)	nb:Sex	n/a	n/a
ds002813	40	gender	female	n/a	0	False	n/a	n/a	n/a	n/a
ds002813	40	gender	male	n/a	0	False	n/a	n/a	n/a	n/a
ds002813	40	inclusion	n/a	int64	2	True	Indicates if participant was included in manuscript analyses	n/a	n/a	n/a
ds002813	40	comment	n/a	object	7	True	Reason for exclusion, any notes about participant.	n/a	n/a	n/a
ds002813	40	comment	incomplete data	n/a	0	False	n/a	n/a	n/a	n/a
ds002813	40	comment	fintest_run-3 motion exclusion	n/a	0	False	n/a	n/a	n/a	n/a
ds002813	40	comment		n/a	0	False	n/a	n/a	n/a	n/a
ds002813	40	comment	poor behavior	n/a	0	False	n/a	n/a	n/a	n/a
ds002813	40	comment	train_run-2 motion exclusion	n/a	0	False	n/a	n/a	n/a	n/a
ds002813	40	comment	high regressor correlation	n/a	0	False	n/a	n/a	n/a	n/a
ds002813	40	comment	excessive motion	n/a	0	False	n/a	n/a	n/a	n/a
ds002814	21	participant_id	n/a	object	21	True	Participant identifier	nb:ParticipantID	n/a	n/a
ds002814	21	age	n/a	int64	9	True	Age in years (TODO - verify) as in the initial session, might not be correct for other sessions	n/a	n/a	n/a
ds002814	21	sex	n/a	object	2	True	self-rated by participant, M for male/F for female (TODO: verify)	nb:Sex	n/a	n/a
ds002814	21	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002814	21	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002814	21	group	n/a	object	1	True	(TODO: adjust - by default everyone is in control group)	n/a	n/a	n/a
ds002814	21	group	control	n/a	0	False	n/a	n/a	n/a	n/a
ds002835	26	participant_id	n/a	object	26	True	n/a	nb:ParticipantID	n/a	n/a
ds002835	26	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002835	26	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002835	26	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	participant_id	n/a	object	86	True	Participant identifier	nb:ParticipantID	n/a	n/a
ds002837	86	age	n/a	int64	25	True	Age in years	n/a	n/a	n/a
ds002837	86	sex	n/a	object	2	True	self-rated by participant, M for male/F for female	nb:Sex	n/a	n/a
ds002837	86	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	task	n/a	object	10	True	Movie watched	n/a	n/a	n/a
ds002837	86	task	theshawshankredemption	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	task	theprestige	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	task	theusualsuspects	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	task	12yearsaslave	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	task	500daysofsummer	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	task	backtothefuture	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	task	littlemisssunshine	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	task	citizenfour	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	task	split	n/a	0	False	n/a	n/a	n/a	n/a
ds002837	86	task	pulpfiction	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	participant_id	n/a	object	22	True	n/a	nb:ParticipantID	n/a	n/a
ds002842	22	age	n/a	int64	12	True	n/a	n/a	n/a	n/a
ds002842	22	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002842	22	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	speaker	n/a	object	1	True	n/a	n/a	n/a	n/a
ds002842	22	speaker	L2_speaker_of_German	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	L1	n/a	object	1	True	n/a	n/a	n/a	n/a
ds002842	22	L1	native_Italian_speaker	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Where_learnt_German	n/a	object	4	True	n/a	n/a	n/a	n/a
ds002842	22	Where_learnt_German	Luxembourg	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Where_learnt_German	German_speaking_country	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Where_learnt_German	Italy	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Where_learnt_German	Both_Italy_German_speaking_country	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	How_long_learnt_German_years	n/a	nb:euro	15	True	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	n/a	object	12	True	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	16	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	26	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	7	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	5	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	15	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	14	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	8	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	small	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	27	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	11	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	34	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	From_which_age	19	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Level	n/a	object	9	True	n/a	n/a	n/a	n/a
ds002842	22	Level	B2.2/C1	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Level	B2/C1	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Level	C1+	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Level	C1	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Level	B2.2	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Level	good C1	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Level	B2	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Level	C1/C2	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	Level	unknown	n/a	0	False	n/a	n/a	n/a	n/a
ds002842	22	How_long_lived_inGerman_speaking_country_years	n/a	nb:euro	16	True	n/a	n/a	n/a	n/a
ds002842	22	From_which_age_lived_inGerman_speaking_country	n/a	int64	13	True	n/a	n/a	n/a	n/a
ds002843	166	participant_id	n/a	object	166	True	n/a	nb:ParticipantID	n/a	n/a
ds002843	166	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002843	166	sex	Female	n/a	0	False	n/a	n/a	n/a	n/a
ds002843	166	sex	Male	n/a	0	False	n/a	n/a	n/a	n/a
ds002843	166	age	n/a	int64	17	True	n/a	n/a	n/a	n/a
ds002843	166	Shipley	n/a	int64	34	True	Shipley intelligence test	n/a	n/a	n/a
ds002843	166	condition	n/a	object	3	True	Intervention group trained using cognitive training software, Control group played online games, Unknown groups did not complete both sessions	n/a	n/a	n/a
ds002843	166	condition	Unknown	n/a	0	False	n/a	n/a	n/a	n/a
ds002843	166	condition	Control	n/a	0	False	n/a	n/a	n/a	n/a
ds002843	166	condition	Intervention	n/a	0	False	n/a	n/a	n/a	n/a
ds002843	166	Education	n/a	object	5	True	Highest completed education	n/a	n/a	n/a
ds002843	166	Education	High school graduate or GED	n/a	0	False	n/a	n/a	n/a	n/a
ds002843	166	Education	Grade school	n/a	0	False	n/a	n/a	n/a	n/a
ds002843	166	Education	Some high school	n/a	0	False	n/a	n/a	n/a	n/a
ds002843	166	Education	College graduate or beyond	n/a	0	False	n/a	n/a	n/a	n/a
ds002843	166	Education	Some college or technical school	n/a	0	False	n/a	n/a	n/a	n/a
ds002848	5	participant_id	n/a	object	5	True	n/a	nb:ParticipantID	n/a	n/a
ds002848	5	age	n/a	int64	5	True	n/a	n/a	n/a	n/a
ds002848	5	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds002848	5	sex	female	n/a	0	False	n/a	n/a	n/a	n/a
