index	dataset	column	nb_rows	value	type	nb_levels	is_row	description	controlled_term	units	term_url	isPartOf	Decision	DropReason	Notes	Annotator
3423	ds002687	sex	24	n/a	int64	2	TRUE	Sex of participant	nb:Sex	n/a	n/a		keep			
3424	ds002687	sex	24	1	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
3425	ds002687	sex	24	2	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
3426	ds002687	race	24	n/a	float64	4	TRUE	How would you describe yourself?	n/a	n/a	n/a		drop	model		
3427	ds002687	race	24	1	n/a	0	FALSE	American Indian or Alaskan Native	n/a	n/a	n/a		drop	model		
3428	ds002687	race	24	2	n/a	0	FALSE	Asian	n/a	n/a	n/a		drop	model		
3429	ds002687	race	24	3	n/a	0	FALSE	Black or African American	n/a	n/a	n/a		drop	model		
3430	ds002687	race	24	4	n/a	0	FALSE	Native Hawaiian or Other Pacific Islander	n/a	n/a	n/a		drop	model		
3431	ds002687	race	24	5	n/a	0	FALSE	White	n/a	n/a	n/a		drop	model		
3432	ds002687	race	24	6	n/a	0	FALSE	Other	n/a	n/a	n/a		drop	model		
3433	ds002687	race	24	2	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3434	ds002687	race	24	3	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3435	ds002687	race	24	5	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3436	ds002687	race	24	nan	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3437	ds002687	ethnicity	24	n/a	float64	2	TRUE	Ethnicity of participants	n/a	n/a	n/a		drop	model		
3438	ds002687	ethnicity	24	1	n/a	0	FALSE	Hispanic or Latino	n/a	n/a	n/a		drop	model		
3439	ds002687	ethnicity	24	2	n/a	0	FALSE	Not Hispanic or Latino	n/a	n/a	n/a		drop	model		
3440	ds002687	ethnicity	24	2	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3441	ds002687	ethnicity	24	nan	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3442	ds002687	age	24	n/a	float64	24	TRUE	Age in years at imaging	nb:Age	n/a	n/a		keep			
3443	ds002687	SLD_datetime	24	n/a	datetime64[ns]	24	TRUE	date and time of ses-T1_task-SLD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a		drop	model		
3444	ds002687	SLI_datetime	24	n/a	datetime64[ns]	24	TRUE	date and time of ses-T1_task-SLI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a		drop	model		
3445	ds002687	SSD_datetime	24	n/a	datetime64[ns]	24	TRUE	date and time of ses-T1_task-SSD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a		drop	model		
3446	ds002687	SSI_datetime	24	n/a	datetime64[ns]	24	TRUE	date and time of ses-T1_task-SSI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a		drop	model		
3447	ds002687	VLD_datetime	24	n/a	datetime64[ns]	24	TRUE	date and time of ses-T1_task-VLD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a		drop	model		
3448	ds002687	VLI_datetime	24	n/a	datetime64[ns]	23	TRUE	date and time of ses-T1_task-VLI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a		drop	model		
3449	ds002687	VSD_datetime	24	n/a	datetime64[ns]	24	TRUE	date and time of ses-T1_task-VSD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a		drop	model		
3450	ds002687	VSI_datetime	24	n/a	datetime64[ns]	23	TRUE	date and time of ses-T1_task-VSI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a	n/a		drop	model		
3451	ds002702	participant_id	10	n/a	object	10	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3452	ds002702	sex	10	n/a	object	2	TRUE	participant sex	nb:Sex	n/a	n/a		keep			
3453	ds002702	sex	10	f	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
3454	ds002702	sex	10	m	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
3455	ds002711	participant_id	15	n/a	object	15	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3456	ds002711	sex	15	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3457	ds002711	sex	15	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3458	ds002711	sex	15	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3459	ds002711	age	15	n/a	int64	9	TRUE	n/a	nb:Age	n/a	n/a		keep			
3460	ds002712	participant_id	28	n/a	int64	28	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3461	ds002712	age	28	n/a	int64	8	TRUE	n/a	nb:Age	n/a	n/a		keep			
3462	ds002712	sex	28	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3463	ds002712	sex	28	f	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3464	ds002712	sex	28	m	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3465	ds002712	group	28	n/a	object	1	TRUE	n/a	n/a	n/a	n/a		drop	model		
3466	ds002712	group	28	control	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3467	ds002717	table1 codes,bids code,age,gender,group	59	n/a	object	59	TRUE	n/a	n/a	n/a	n/a		drop	model		
3468	ds002718	participant_id	18	n/a	object	18	TRUE	Unique subject identifier	nb:ParticipantID	n/a	n/a		keep			
3469	ds002718	age	18	n/a	float64	8	TRUE	Age of the subject	nb:Age	n/a	n/a		keep			
3470	ds002718	gender	18	n/a	object	3	TRUE	Sex of the subject	nb:Sex	n/a	n/a		keep			
3471	ds002718	gender	18	F	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
3472	ds002718	gender	18	M	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
3473	ds002718	gender	18	nan	n/a	0	FALSE	n/a	nb:MissingValue	n/a	n/a		keep			
3474	ds002725	participant_id	21	n/a	object	21	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3475	ds002725	age	21	n/a	int64	10	TRUE	n/a	nb:Age	n/a	n/a		keep			
3476	ds002725	sex	21	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3477	ds002725	sex	21	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3478	ds002725	sex	21	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3479	ds002727	participant_id	27	n/a	object	24	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3480	ds002727	age	27	n/a	float64	13	TRUE	n/a	nb:Age	n/a	n/a		keep			
3481	ds002727	sex	27	n/a	object	3	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3482	ds002727	sex	27	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3483	ds002727	sex	27	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3484	ds002727	sex	27	nan	n/a	0	FALSE	n/a	nb:MissingValue	n/a	n/a		keep			
3485	ds002731	participant_id	67	n/a	int64	67	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3486	ds002731	age	67	n/a	int64	8	TRUE	n/a	nb:Age	n/a	n/a		keep			
3487	ds002731	sex	67	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3488	ds002731	sex	67	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3489	ds002731	sex	67	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3490	ds002731	group	67	n/a	object	2	TRUE	n/a	n/a	n/a	n/a		drop	model		
3491	ds002731	group	67	audio-visual	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3492	ds002731	group	67	visual-visual	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3493	ds002732	participant_id	30	n/a	object	30	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3494	ds002732	sex	30	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3495	ds002732	sex	30	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3496	ds002732	sex	30	W	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3497	ds002732	age	30	n/a	int64	12	TRUE	n/a	nb:Age	n/a	n/a		keep			
3498	ds002737	participant_id	1	n/a	object	1	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3499	ds002737	age	1	n/a	int64	1	TRUE	n/a	nb:Age	n/a	n/a		keep			
3500	ds002737	sex	1	n/a	object	1	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3501	ds002737	sex	1	m	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3502	ds002741	participant_id	30	n/a	int64	30	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3503	ds002741	analysis_id	30	n/a	object	1	TRUE	n/a	n/a	n/a	n/a		drop	model		
3504	ds002741	analysis_id	30	Right	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3505	ds002741	handedness	30	n/a	float64	1	TRUE	n/a	n/a	n/a	n/a		drop	model		
3506	ds002743	participant_id	3	n/a	object	3	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3507	ds002743	age	3	n/a	int64	1	TRUE	n/a	nb:Age	n/a	n/a		keep			
3508	ds002743	sex	3	n/a	object	1	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3509	ds002743	sex	3	m	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3510	ds002748	participant_id	72	n/a	object	72	TRUE	Unique participant identifier	nb:ParticipantID	n/a	n/a		keep			
3511	ds002748	age	72	n/a	int64	31	TRUE	Age of the participant	nb:Age	n/a	n/a		keep			
3512	ds002748	gender	72	n/a	object	2	TRUE	Sex of the participant	nb:Sex	n/a	n/a		keep			
3513	ds002748	gender	72	F	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
3514	ds002748	gender	72	M	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
3515	ds002748	gender	72	f	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3516	ds002748	gender	72	m	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3517	ds002748	group	72	n/a	object	2	TRUE	Experimental group	nb:Diagnosis	n/a	n/a		keep			
3518	ds002748	group	72	control	n/a	0	FALSE	healthy volunteers	purl:NCIT_C94342	n/a	n/a		keep			
3519	ds002748	group	72	depr	n/a	0	FALSE	patients with depression	snomed:35489007	n/a	n/a		keep			
3520	ds002748	IQ_Raven	72	n/a	float64	37	TRUE	IQ scores on Raven's Progressive Matrices	nb:Assessment	n/a	n/a	cogatlas:trm_4f24211a03b07	keep			
3521	ds002748	ICD-10	72	n/a	object	5	TRUE	International Statistical Classification of Diseases and Related Health Problems 10th Revision	nb:Diagnosis	n/a	n/a		keep			
3522	ds002748	ICD-10	72	F32.0	n/a	0	FALSE	Mild depressive episode	snomed:35489007	n/a	n/a		keep			
3523	ds002748	ICD-10	72	F32.1	n/a	0	FALSE	Moderate depressive episode	snomed:35489007	n/a	n/a		keep			
3524	ds002748	ICD-10	72	F34.1	n/a	0	FALSE	Dysthymia	snomed:78667006	n/a	n/a		keep			
3525	ds002748	ICD-10	72	F34.9	n/a	0	FALSE	Persistent mood disorder, unspecified	snomed:46206005	n/a	n/a		keep			
3526	ds002748	ICD-10	72	nan	n/a	0	FALSE	n/a	nb:MissingValue	n/a	n/a		keep			
3527	ds002748	MADRS	72	n/a	float64	9	TRUE	Montgomery-Asberg Depression Rating Scale	n/a	n/a	n/a		drop	vocabulary		
3528	ds002748	Zung_SDS	72	n/a	float64	32	TRUE	Zung Self-Rating Depression Scale	n/a	n/a	n/a		drop	vocabulary		
3529	ds002748	BDI	72	n/a	float64	34	TRUE	Beck Depression Inventory	n/a	n/a	n/a		drop	vocabulary		
3530	ds002748	HADS-anx	72	n/a	float64	15	TRUE	The Hospital Anxiety and Depression Scale - anxiety	n/a	n/a	n/a		drop	vocabulary		
3531	ds002748	HADS-depr	72	n/a	float64	13	TRUE	The Hospital Anxiety and Depression Scale - depression	n/a	n/a	n/a		drop	vocabulary		
3532	ds002748	MC-SDS	72	n/a	float64	11	TRUE	Marlowe–Crowne Social Desirability Scale	n/a	n/a	n/a		drop	vocabulary		
3533	ds002748	TAS-26	72	n/a	float64	33	TRUE	Toronto Alexithymia Scale	n/a	n/a	n/a		drop	vocabulary		
3534	ds002748	ECR-avoid	72	n/a	float64	39	TRUE	Experiences in Close Relationship Scale - avoidance	n/a	n/a	n/a		drop	vocabulary		
3535	ds002748	ECR-anx	72	n/a	float64	44	TRUE	Experiences in Close Relationship Scale - anxiety	n/a	n/a	n/a		drop	vocabulary		
3536	ds002748	RRS-sum	72	n/a	float64	34	TRUE	The ruminative response scale - sum	n/a	n/a	n/a		drop	vocabulary		
3537	ds002748	RRS-reflection	72	n/a	float64	15	TRUE	The ruminative response scale - reflection	n/a	n/a	n/a		drop	vocabulary		
3538	ds002748	RRS-brooding	72	n/a	float64	14	TRUE	The ruminative response scale - brooding	n/a	n/a	n/a		drop	vocabulary		
3539	ds002748	RRS-depr	72	n/a	float64	29	TRUE	The ruminative response scale - depression	n/a	n/a	n/a		drop	vocabulary		
3540	ds002748	Edinburgh	72	n/a	float64	23	TRUE	Edinburgh Handedness Inventory	nb:Assessment	n/a	n/a	cogatlas:tsk_4a57abb949a41	keep			
3541	ds002749	participant_id	29	n/a	object	29	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3542	ds002749	age	29	n/a	int64	19	TRUE	n/a	nb:Age	n/a	n/a		keep			
3543	ds002749	sex	29	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3544	ds002749	sex	29	f	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3545	ds002749	sex	29	m	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3546	ds002749	group	29	n/a	object	3	TRUE	n/a	nb:Diagnosis	n/a	n/a		keep			
3547	ds002749	group	29	depr cbt	n/a	0	FALSE	n/a	snomed:35489007	n/a	n/a		keep			
3548	ds002749	group	29	depr nfb	n/a	0	FALSE	n/a	snomed:35489007	n/a	n/a		keep			
3549	ds002749	group	29	depr no treatment	n/a	0	FALSE	n/a	snomed:35489007	n/a	n/a		keep			
3550	ds002750	participant_id	3	n/a	object	3	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3551	ds002750	sex	3	n/a	float64	1	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3552	ds002750	age	3	n/a	int64	1	TRUE	n/a	nb:Age	n/a	n/a		keep			
3553	ds002773	participant_id	19	n/a	object	19	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3554	ds002773	age	19	n/a	int64	9	TRUE	n/a	nb:Age	n/a	n/a		keep			
3555	ds002773	sex	19	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3556	ds002773	sex	19	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3557	ds002773	sex	19	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3558	ds002773	group	19	n/a	object	1	TRUE	n/a	n/a	n/a	n/a		drop	model		
3559	ds002773	group	19	control	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3560	ds002776	participant_id	26	n/a	object	25	TRUE	assigned participant-id	nb:ParticipantID	n/a	n/a		keep			
3561	ds002776	age	26	n/a	int64	12	TRUE	age of the participant	nb:Age	n/a	n/a		keep			
3562	ds002776	sex	26	n/a	object	2	TRUE	participant sex	nb:Sex	n/a	n/a		keep			
3563	ds002776	sex	26	F	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
3564	ds002776	sex	26	M	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
3565	ds002776	group	26	n/a	int64	2	TRUE	assigned group	n/a	n/a	n/a		drop	model		
3566	ds002776	group	26	1	n/a	0	FALSE	group1	n/a	n/a	n/a		drop	model		
3567	ds002776	group	26	2	n/a	0	FALSE	group2	n/a	n/a	n/a		drop	model		
3568	ds002785	participant_id	216	n/a	object	216	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3569	ds002785	age	216	n/a	float64	34	TRUE	Age of participant in years	nb:Age	n/a	n/a		keep			
3570	ds002785	sex	216	n/a	object	3	TRUE	(Self-reported) biological sex of participant	nb:Sex	n/a	n/a		keep			
3571	ds002785	sex	216	F	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
3572	ds002785	sex	216	M	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
3573	ds002785	sex	216	nan	n/a	0	FALSE	n/a	nb:MissingValue	n/a	n/a		keep			
3574	ds002785	BMI	216	n/a	float64	15	TRUE	n/a	n/a	n/a	http://purl.bioontology.org/ontology/SNOMEDCT/60621009		drop	model		
3575	ds002785	handedness	216	n/a	object	4	TRUE	Whether someone is left-handed, right-handed, or ambidextrous	n/a	n/a	n/a		drop	model		
3576	ds002785	handedness	216	ambidextrous	n/a	0	FALSE	Ambidextrous	n/a	n/a	n/a		drop	model		
3577	ds002785	handedness	216	left	n/a	0	FALSE	Left-handed	n/a	n/a	n/a		drop	model		
3578	ds002785	handedness	216	right	n/a	0	FALSE	Right-handed	n/a	n/a	n/a		drop	model		
3579	ds002785	handedness	216	nan	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3580	ds002785	education_category	216	n/a	object	2	TRUE	Usniversity category	n/a	n/a	n/a		drop	model		
3581	ds002785	education_category	216	academic	n/a	0	FALSE	Enrolled at an academic university	n/a	n/a	n/a		drop	model		
3582	ds002785	education_category	216	applied	n/a	0	FALSE	Enrolled at a university of applied sciences	n/a	n/a	n/a		drop	model		
3583	ds002785	religious_now	216	n/a	yes_no	3	TRUE	Whether the subject considered him/herself religious or not	n/a	n/a	n/a		drop	model		
3584	ds002785	religious_now	216	no	n/a	0	FALSE	No religious affiliation	n/a	n/a	n/a		drop	model		
3585	ds002785	religious_now	216	yes	n/a	0	FALSE	Considers him/herself to be religous	n/a	n/a	n/a		drop	model		
3586	ds002785	religious_now	216	nan	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3587	ds002785	raven_score	216	n/a	float64	25	TRUE	Score on Raven's Progressive Matrices test (duration: 30 min)	nb:Assessment	n/a	n/a	cogatlas:trm_4f24211a03b07	keep			
3588	ds002785	NEO_N	216	n/a	int64	38	TRUE	Score on the Neuroticism scale of the NEO-FFI	n/a	n/a	n/a		drop	vocabulary		
3589	ds002785	NEO_E	216	n/a	int64	25	TRUE	Score on the Extraversion scale of the NEO-FFI	n/a	n/a	n/a		drop	vocabulary		
3590	ds002785	NEO_O	216	n/a	int64	30	TRUE	Score on the Openness scale of the NEO-FFI	n/a	n/a	n/a		drop	vocabulary		
3591	ds002785	NEO_A	216	n/a	int64	25	TRUE	Score on the Agreeableness scale of the NEO-FFI	n/a	n/a	n/a		drop	vocabulary		
3592	ds002785	NEO_C	216	n/a	int64	31	TRUE	Score on the Conscientiousness scale of the NEO-FFI	n/a	n/a	n/a		drop	vocabulary		
3593	ds002790	participant_id	226	n/a	object	226	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3594	ds002790	age	226	n/a	float64	31	TRUE	Age of participant in years	nb:Age	n/a	n/a		keep			
3595	ds002790	sex	226	n/a	object	3	TRUE	(Self-reported) biological sex of participant	nb:Sex	n/a	n/a		keep			
3596	ds002790	sex	226	F	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
3597	ds002790	sex	226	M	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
3598	ds002790	sex	226	nan	n/a	0	FALSE	n/a	nb:MissingValue	n/a	n/a		keep			
3599	ds002790	BMI	226	n/a	float64	18	TRUE	n/a	n/a	n/a	http://purl.bioontology.org/ontology/SNOMEDCT/60621009		drop	model		
3600	ds002790	handedness	226	n/a	object	4	TRUE	Whether someone is left-handed, right-handed, or ambidextrous	n/a	n/a	n/a		drop	model		
3601	ds002790	handedness	226	ambidextrous	n/a	0	FALSE	Ambidextrous	n/a	n/a	n/a		drop	model		
3602	ds002790	handedness	226	left	n/a	0	FALSE	Left-handed	n/a	n/a	n/a		drop	model		
3603	ds002790	handedness	226	right	n/a	0	FALSE	Right-handed	n/a	n/a	n/a		drop	model		
3604	ds002790	handedness	226	nan	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3605	ds002790	education_category	226	n/a	object	3	TRUE	University category	n/a	n/a	n/a		drop	model		
3606	ds002790	education_category	226	academic	n/a	0	FALSE	Enrolled at an academic university	n/a	n/a	n/a		drop	model		
3607	ds002790	education_category	226	applied	n/a	0	FALSE	Enrolled at a university of applied sciences	n/a	n/a	n/a		drop	model		
3608	ds002790	education_category	226	nan	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3609	ds002790	raven_score	226	n/a	float64	24	TRUE	Score on Raven's Progressive Matrices test (duration: 30 min)	nb:Assessment	n/a	n/a	cogatlas:trm_4f24211a03b07	keep			
3610	ds002790	NEO_N	226	n/a	int64	39	TRUE	Score on the Neuroticism scale of the NEO-FFI	n/a	n/a	n/a		drop	vocabulary		
3611	ds002790	NEO_E	226	n/a	int64	31	TRUE	Score on the Extraversion scale of the NEO-FFI	n/a	n/a	n/a		drop	vocabulary		
3612	ds002790	NEO_O	226	n/a	int64	30	TRUE	Score on the Openness scale of the NEO-FFI	n/a	n/a	n/a		drop	vocabulary		
3613	ds002790	NEO_A	226	n/a	int64	25	TRUE	Score on the Agreeableness scale of the NEO-FFI	n/a	n/a	n/a		drop	vocabulary		
3614	ds002790	NEO_C	226	n/a	int64	32	TRUE	Score on the Conscientiousness scale of the NEO-FFI	n/a	n/a	n/a		drop	vocabulary		
3615	ds002793	participant_id	28	n/a	object	28	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3616	ds002793	sex	28	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3617	ds002793	sex	28	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3618	ds002793	sex	28	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3619	ds002793	age	28	n/a	ageY	13	TRUE	n/a	nb:Age	n/a	n/a		keep			
3620	ds002797	participant_id	22	n/a	object	22	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3621	ds002797	age	22	n/a	int64	1	TRUE	n/a	nb:Age	n/a	n/a		keep			
3622	ds002797	sex	22	n/a	object	1	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3623	ds002797	sex	22	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3624	ds002799	participant_id	26	n/a	object	26	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3625	ds002799	sex	26	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3626	ds002799	sex	26	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3627	ds002799	sex	26	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3628	ds002799	age	26	n/a	int64	18	TRUE	n/a	nb:Age	n/a	n/a		keep			
3629	ds002799	handedness	26	n/a	object	3	TRUE	n/a	n/a	n/a	n/a		drop	model		
3630	ds002799	handedness	26	L	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3631	ds002799	handedness	26	R	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3632	ds002799	handedness	26	R+L	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3633	ds002813	participant_id	40	n/a	object	40	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3634	ds002813	age	40	n/a	int64	13	TRUE	Participant age, self-reported	nb:Age	n/a	n/a		keep			
3635	ds002813	gender	40	n/a	object	2	TRUE	Self-reported gender (open-ended)	nb:Sex	n/a	n/a		keep			
3636	ds002813	gender	40	female	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3637	ds002813	gender	40	male	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3638	ds002813	inclusion	40	n/a	int64	2	TRUE	Indicates if participant was included in manuscript analyses	n/a	n/a	n/a		drop	model		
3639	ds002813	comment	40	n/a	object	7	TRUE	Reason for exclusion, any notes about participant.	n/a	n/a	n/a		drop	model		
3640	ds002814	participant_id	21	n/a	object	21	TRUE	Participant identifier	nb:ParticipantID	n/a	n/a		keep			
3641	ds002814	age	21	n/a	int64	9	TRUE	Age in years (TODO - verify) as in the initial session, might not be correct for other sessions	nb:Age	n/a	n/a		keep			
3642	ds002814	sex	21	n/a	object	2	TRUE	self-rated by participant, M for male/F for female (TODO: verify)	nb:Sex	n/a	n/a		keep			
3643	ds002814	sex	21	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3644	ds002814	sex	21	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3645	ds002814	group	21	n/a	object	1	TRUE	(TODO: adjust - by default everyone is in control group)	n/a	n/a	n/a		drop	model		
3646	ds002814	group	21	control	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3647	ds002835	participant_id	26	n/a	object	26	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
3648	ds002835	sex	26	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
3649	ds002835	sex	26	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3650	ds002835	sex	26	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3651	ds002837	participant_id	86	n/a	object	86	TRUE	Participant identifier	nb:ParticipantID	n/a	n/a		keep			
3652	ds002837	age	86	n/a	int64	25	TRUE	Age in years	nb:Age	n/a	n/a		keep			
3653	ds002837	sex	86	n/a	object	2	TRUE	self-rated by participant, M for male/F for female	nb:Sex	n/a	n/a		keep			
3654	ds002837	sex	86	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
3655	ds002837	sex	86	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
3656	ds002837	task	86	n/a	object	10	TRUE	Movie watched	n/a	n/a	n/a		drop	model		
3657	ds002837	task	86	12yearsaslave	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3658	ds002837	task	86	500daysofsummer	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3659	ds002837	task	86	backtothefuture	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3660	ds002837	task	86	citizenfour	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3661	ds002837	task	86	littlemisssunshine	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3662	ds002837	task	86	pulpfiction	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3663	ds002837	task	86	split	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3664	ds002837	task	86	theprestige	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
3665	ds002837	task	86	theshawshankredemption	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
