dataset	nb_rows	column	type	nb_levels	description	controlled_term
ds002862	71	age	int64	4	age of the participant	n/a
ds002862	71	sex	object	2	sex of the participant	n/a
ds002862	71	group	object	3	group	n/a
ds002872	39	participant_id	object	39	anonymized, BIDS compatible identification	nb:ParticipantID
ds002872	39	sex	object	2	n/a	n/a
ds002872	39	age	int64	18	Age of the subject at time of scan with 3 digits	n/a
ds002878	35	participant_id	object	35	n/a	nb:ParticipantID
ds002878	35	age	int64	16	age of the participant	n/a
ds002878	35	sex	object	1	sex of the participant	n/a
ds002878	35	group	object	1	membership of participant	n/a
ds002878	35	svt	float64	27	standardized video task in soccer	n/a
ds002878	35	soccer_exp	int64	18	soccer experience	n/a
ds002879	32	participant_id	object	32	n/a	nb:ParticipantID
ds002879	32	shifted_dob	datetime64[ns]	31	Date of birth shifted randomly across subjects but consistantly within subjects to protect subject privacy	n/a
ds002879	32	age	float64	30	Age at first study session	n/a
ds002879	32	sex	int64	2	Sex of participants	n/a
ds002879	32	race	int64	3	How would you describe yourself?	n/a
ds002879	32	ethnicity	int64	1	Ethnicity of participants	n/a
ds002879	32	WJ-III_WordID_StS	float64	18	Woodcock Johnson III Tests of Achievement - Letter-Word Identification subtest standard score	n/a
ds002879	32	WJ-III_WA_StS	float64	13	Woodcock Johnson III Tests of Achievement - Word Attack subtest standard score	n/a
ds002879	32	AANonWord_run-01_date	datetime64[ns]	26	Shifted date of aquistion of AANonWord_run-01. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002879	32	AANonWord_run-02_date	datetime64[ns]	26	Shifted date of aquistion of AANonWord_run-02. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002879	32	AAWord_run-01_date	datetime64[ns]	26	AShifted date of aquistion of AAWord_run-01. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002879	32	AAWord_run-02_date	datetime64[ns]	26	Shifted date of aquistion of AAWord_run-02. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002879	32	T1w_date	datetime64[ns]	32	Shifted date of aquistion of T1w image	n/a
ds002879	32	VVNonWord_run-01_date	datetime64[ns]	31	Shifted date of aquistion of VVNonWord_run-01. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002879	32	VVNonWord_run-02_date	datetime64[ns]	31	Shifted date of aquistion of VVNonWord_run-02. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002879	32	VVWord_run-01_date	datetime64[ns]	31	Shifted date of aquistion of VVWord_run-01. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002879	32	VVWord_run-02_date	datetime64[ns]	31	Shifted date of aquistion of VVWord_run-02. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002886	56	participant_id	object	56	n/a	nb:ParticipantID
ds002886	56	age_ses-T1	float64	52	n/a	n/a
ds002886	56	age_ses-T2	float64	46	n/a	n/a
ds002886	56	sex	int64	2	Sex of participants	n/a
ds002886	56	handedness	int64	1	Left or Right-Handed	n/a
ds002886	56	T1w_date	datetime64[ns]	55	Shifted date of aquistion of T1w image	n/a
ds002886	56	Syllogisms_run-01_date	datetime64[ns]	50	Shifted date of aquistion of Syllogisms_run-01. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002886	56	Syllogisms_run-02_date	datetime64[ns]	49	Shifted date of aquistion of Syllogisms_run-02. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002886	56	Transitive_run-01_date	datetime64[ns]	44	Shifted date of aquistion of Transitive_run-01. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002886	56	Transitive_run-02_date	datetime64[ns]	49	Shifted date of aquistion of Transitive_run-02. Dates were shifted -365 to 0 days across subjects to protect privacy	n/a
ds002886	56	race	float64	6	How would you describe yourself?	n/a
ds002886	56	ethnicity	int64	3	Ethnicity of participants	n/a
ds002894	18	participant_id	object	18	n/a	nb:ParticipantID
ds002894	18	kept	object	2	Whether the participant's data is kept for fMRI analyses. The perfomance on the probe detection task (maintask) must be above 80% correct	n/a
ds002896	38	participant_id	object	38	ID in the bids architecture	nb:ParticipantID
ds002896	38	AGE	int64	24	AGE of participants in years	n/a
ds002896	38	HEARING LOSS	int64	20	Levels of hearing loss in all participants in decibels	n/a
ds002896	38	THI	int64	13	THI scores indicating severity of tinnitus	n/a
ds002896	38	DURATION of TINNITUS	float64	12	Duration of tinnitus since initial onset in years	n/a
ds002896	38	CONTROLS	int64	2	Non null indicates control participants	n/a
ds002896	38	TINNITUS PARTICIPANTS	int64	2	Non null indicates tinnitus participants	n/a
ds002898	27	participant_id	object	27	n/a	nb:ParticipantID
ds002898	27	age	int64	6	age of the participant	n/a
ds002898	27	sex	object	2	sex of the participant as reported by the participant	n/a
ds002898	27	handedness	object	1	handedness of the participant as reported by the participant	n/a
ds002898	27	education_years	int64	6	years of education calculated as formal education of 6 months or more. Starts from the first year of primary/elementary school onwards. Note that Australian education system includes 13 years of school: 7 years primary/elementary 6 years high school.	n/a
ds002898	27	education_specify	object	5	the highest level of formal education completed (i.e., does not include uncompleted education or education currently undertaken). In Australia, 'technical school' is education undertaken in the TAFE/vocational education sector	n/a
ds002898	27	efl	yes/no	2	English as first language	n/a
ds002898	27	first_language	object	8	First language spoken	n/a
ds002898	27	visual_impairment	yes/no	2	any kind of vision impairment including wearing reading glasses (self reported)	n/a
ds002898	27	visual_impairment_specify	object	6	description of visual impairment	n/a
ds002898	27	mental_illness_history	yes/no	2	self report of whether the person has had a current or past Axis I psychiatric condition	n/a
ds002898	27	mental_illness_history_specify	object	2	diagnosis or treatment Whether the person has received a diagnosis for any Axis I psychiatric condition	n/a
ds002898	27	cardiovascular_disease	yes/no	1	history of cadiovascular disease	n/a
ds002898	27	diabetes	yes/no	1	history of diabetes	n/a
ds002898	27	regular_medication	yes/no	2	Regular medication	n/a
ds002898	27	regular_medication_specify	object	4	Description of regular medication	n/a
ds002898	27	current_smoker	yes/no	2	Currently smoking	n/a
ds002898	27	current_smoker_specify	object	3	Description of current smoking habit	n/a
ds002898	27	previous_smoker	yes/no	2	Previous smoking	n/a
ds002898	27	previous_smoker_specify	object	12	Description of previous smoking habit	n/a
ds002898	27	alcohol_consumption	yes/no	2	Self report a lcohol consumption.	n/a
ds002898	27	alcolhol_drinking_days	float64	7	Includes number of days per week/month the person drinks	n/a
ds002898	27	alcohol_number_drinks	float64	8	Number average number of standard drinks per drinking session	n/a
ds002898	27	alcohol_notes	object	5	Description of alcohol consumption	n/a
ds002898	27	recreational_drugs	yes/no	2	Used recreational drugs in last 6 months	n/a
ds002898	27	recreational_drugs_specify	object	5	Description of recreational drugs used in last 6 months	n/a
ds002898	27	edinburgh_hand_r	int64	6	Edinburgh Handedness Inventory: right-hand	n/a
ds002898	27	edinburgh_hand_l	float64	6	Edinburgh Handedness Inventory: left-hand	n/a
ds002898	27	cesd_r	int64	15	R Centre for Epidemiological Studies Depression Inventory - Revised total score	n/a
ds002905	18	participant_id	object	18	n/a	nb:ParticipantID
ds002905	18	kept	object	2	Whether the participant's data is kept for fMRI analyses. The perfomance on the probe detection task (maintask) must be above 80% correct	n/a
ds002912	19	participant_id	object	19	Unique ID	nb:ParticipantID
ds002912	19	sex	object	1	M or F	n/a
ds002912	19	age	int64	1	yy	n/a
ds002912	19	date_of_scan	object	1	yyyy-mm-dd	n/a
ds002912	19	institution_id	object	19	n/a	n/a
ds002912	19	manufacturer	object	3	n/a	n/a
ds002912	19	manufacturers_model_name	object	8	n/a	n/a
ds002936	3	participant_id	object	3	Arbitrary ID of the participants	nb:ParticipantID
ds002936	3	Diagn	int64	1	The participant Diagnose, 1 means healthy control.	n/a
ds002936	3	Gender	int64	2	sex of the participant	n/a
ds002936	3	Age	int64	2	age of the participant	n/a
ds002938	30	participant_id	object	30	n/a	nb:ParticipantID
ds002938	30	age	int64	12	n/a	n/a
ds002938	30	sex	object	2	n/a	n/a
ds002938	30	group	object	1	n/a	n/a
ds002939	19	participant_id	object	19	Unique ID	nb:ParticipantID
ds002939	19	sex	object	1	M or F	n/a
ds002939	19	age	int64	1	yy	n/a
ds002939	19	date_of_scan	object	1	yyyy-mm-dd	n/a
ds002939	19	institution_id	object	19	n/a	n/a
ds002939	19	manufacturer	object	3	n/a	n/a
ds002939	19	manufacturers_model_name	object	8	n/a	n/a
ds002940	24	participant_id	object	24	n/a	nb:ParticipantID
ds002940	24	group	int64	3	n/a	n/a
ds002940	24	impacts	int64	14	Number of head-to ball impacts from observation by research study team members	n/a
ds002940	24	SRC	int64	2	From self-report by athletes	n/a
ds002940	24	Dpre	float64	22	A unitless measure of response accuracy calculated by subtracting BX false alarm rate from the accuracy rate on AX trials	n/a
ds002940	24	Dpost	float64	22	A unitless measure of response accuracy calculated by subtracting BX false alarm rate from the accuracy rate on AX trials	n/a
ds002940	24	PBIpre	float64	15	A measure of accuracy (%) reprsenting a balance of interference between AY and BX trials; +PBI ~ proactive control / -PBI ~ reactive control.	n/a
ds002940	24	PBIpost	float64	17	A measure of accuracy (%) reprsenting a balance of interference between AY and BX trials; +PBI ~ proactive control / -PBI ~ reactive control.	n/a
ds002941	26	participant_id	object	26	n/a	nb:ParticipantID
ds002941	26	age	int64	10	Age at first study session	n/a
ds002982	19	participant_id	object	19	Unique ID	nb:ParticipantID
ds002982	19	sex	object	1	M or F	n/a
ds002982	19	age	int64	1	yy	n/a
ds002982	19	date_of_scan	object	1	yyyy-mm-dd	n/a
ds002982	19	institution_id	object	19	n/a	n/a
ds002982	19	manufacturer	object	3	n/a	n/a
ds002982	19	manufacturers_model_name	object	8	n/a	n/a
ds002994	56	participant_id	object	56	n/a	nb:ParticipantID
ds002995	21	participant_id	object	21	n/a	nb:ParticipantID
ds002995	21	weight	float64	21	n/a	n/a
ds002995	21	age	int64	9	n/a	n/a
ds002995	21	gender	object	2	Gender of each participant	n/a
ds002995	21	num_sessions	int64	2	Number of participant scan sessions	n/a
ds003005	49	participant_id	object	49	n/a	nb:ParticipantID
ds003005	49	age	int64	9	age of the participant	n/a
ds003005	49	sex	object	1	sex of the participant	n/a
ds003005	49	group	object	2	group	n/a
ds003005	49	Progesterone (pg/ml)	float64	49	n/a	n/a
ds003005	49	Estrogen (pg/ml)	float64	48	n/a	n/a
ds003005	49	BAS-rewards	int64	7	n/a	n/a
ds003005	49	BAS-drive	int64	8	n/a	n/a
ds003005	49	BAS-fun seeking	int64	9	n/a	n/a
ds003005	49	BIS	int64	9	behaviroal inhibition system	n/a
ds003007	29	participant_id	object	29	Unique participant identifier	nb:ParticipantID
ds003007	29	age	int64	19	Age of the participant	n/a
ds003007	29	gender	object	2	Sex of the participant	n/a
ds003007	29	group	object	3	Experimental group	n/a
ds003007	29	IQ_Raven	float64	21	IQ scores on Raven's Progressive Matrices	n/a
ds003007	29	ICD-10_ses-pre	object	2	International Statistical Classification of Diseases and Related Health Problems 10th Revision for pre-session	n/a
ds003007	29	ICD-10_ses-post	object	4	International Statistical Classification of Diseases and Related Health Problems 10th Revision for post-session	n/a
ds003007	29	MADRS_ses-pre	float64	5	Montgomery-Asberg Depression Rating Scale for pre-session	n/a
ds003007	29	MADRS_ses-post	float64	9	Montgomery-Asberg Depression Rating Scale for post-session	n/a
ds003007	29	Zung_SDS_ses-pre	float64	19	Zung Self-Rating Depression Scale for pre-session	n/a
ds003007	29	Zung_SDS_ses-post	float64	19	Zung Self-Rating Depression Scale for post-session	n/a
ds003007	29	BDI_ses-pre	float64	23	Beck Depression Inventory for pre-session	n/a
ds003007	29	BDI_ses-post	float64	17	Beck Depression Inventory for post-session	n/a
ds003007	29	MC-SDS_ses-pre	float64	10	Marlowe–Crowne Social Desirability Scale for pre-session	n/a
ds003007	29	MC-SDS_ses-post	float64	10	Marlowe–Crowne Social Desirability Scale for post-session	n/a
ds003007	29	TAS-26_ses-pre	float64	22	Toronto Alexithymia Scale for pre-session	n/a
ds003007	29	TAS-26_ses-post	float64	23	Toronto Alexithymia Scale for post-session	n/a
ds003007	29	ECR-avoid_ses-pre	float64	22	Experiences in Close Relationship Scale - avoidance. Pre-session	n/a
ds003007	29	ECR-anx_ses-pre	float64	23	Experiences in Close Relationship Scale - anxiety. Pre-session	n/a
ds003007	29	ECR-avoid_ses-post	float64	23	Experiences in Close Relationship Scale - avoidance. Post-session	n/a
ds003007	29	ECR-anx_ses-post	float64	25	Experiences in Close Relationship Scale - anxiety. Post-session	n/a
ds003007	29	RRS-sum_ses-pre	float64	21	The ruminative response scale - sum. Pre-session	n/a
ds003007	29	RRS-reflection_ses-pre	float64	11	The ruminative response scale - reflection. Pre-session	n/a
ds003007	29	RRS-brooding_ses-pre	float64	12	The ruminative response scale - brooding. Pre-session	n/a
ds003007	29	RRS-depr_ses-pre	float64	19	The ruminative response scale - depression. Pre-session	n/a
ds003007	29	RRS-sum_ses-post	float64	22	The ruminative response scale - sum. Post-session	n/a
ds003007	29	RRS-reflection_ses-post	float64	15	The ruminative response scale - reflection. Post-session	n/a
ds003007	29	RRS-brooding_ses-post	float64	10	The ruminative response scale - brooding. Post-session	n/a
ds003007	29	RRS-depr_ses-post	float64	18	The ruminative response scale - depression. Post-session	n/a
ds003007	29	Edinburgh	float64	14	Edinburgh Handedness Inventory	n/a
ds003008	49	participant_id	object	49	n/a	nb:ParticipantID
ds003008	49	age	int64	9	age of the participant	n/a
ds003008	49	sex	object	1	sex of the participant	n/a
ds003008	49	group	object	2	group	n/a
ds003008	49	Progesterone (pg/ml)	float64	49	n/a	n/a
ds003008	49	Estrogen (pg/ml)	float64	48	n/a	n/a
ds003008	49	BAS-rewards	int64	7	n/a	n/a
ds003008	49	BAS-drive	int64	8	n/a	n/a
ds003008	49	BAS-fun seeking	int64	9	n/a	n/a
ds003008	49	BIS	int64	9	behaviroal inhibition system	n/a
ds003011	4	participant_id	object	4	Participant identifier	nb:ParticipantID
ds003011	4	has_Y1CMH	object	2	Scanned on GE 750w Discovery 3T at CMH in year 1 of study	n/a
ds003011	4	has_Y1MRC	object	2	Scanned on Siemens Tim Trio 3T at MRC in year 1 of study	n/a
ds003011	4	has_Y1ZHH	object	2	Scanned on GE 750 Signa 3T at ZHH in year 1 of study	n/a
ds003011	4	has_Y2CMH	object	2	Scanned on GE 750w Discovery 3T at CMH in year 2 of study	n/a
ds003011	4	has_Y2MRC	object	2	Scanned on Siemens Tim Trio 3T at MRC in year 2 of study	n/a
ds003011	4	has_Y2ZHH	object	2	Scanned on GE 750 Signa 3T at ZHH in year 2 of study	n/a
ds003011	4	has_Y3CMH	object	2	Scanned on GE 750w Discovery 3T at CMH in year 3 of study	n/a
ds003011	4	has_Y3MRP	object	2	Scanned on Siemens Prisma at MRP in year 3 of study	n/a
ds003011	4	has_Y3ZHP	object	2	Scanned on Siemens Prisma at ZHP in year 3 of study	n/a
ds003011	4	has_Y4CMP	object	2	Scanned on Siemens Prisma at CMP in year 4 of study	n/a
ds003011	4	qc_comments	object	2	Quality control comments	n/a
ds003017	25	participant_id	object	25	Participant identifier	nb:ParticipantID
ds003017	25	age	int64	9	Age in years	n/a
ds003017	25	sex	object	2	Self-rated by participant, M for male, F for female	n/a
ds003017	25	headcase	yes/no	2	Whether the subject was using a custom-molded CaseForge headcase	n/a
ds003020	8	participant_id	object	8	n/a	nb:ParticipantID
ds003020	8	age	int64	6	n/a	n/a
ds003020	8	sex	object	2	n/a	n/a
ds003028	26	participant_id	object	26	n/a	nb:ParticipantID
ds003028	26	age	int64	10	Age at first study session	n/a
ds003037	50	participant_id	object	50	n/a	nb:ParticipantID
ds003037	50	age	int64	25	n/a	n/a
ds003037	50	sex	int64	2	n/a	n/a
ds003037	50	group	int64	2	n/a	n/a
ds003037	50	educ	float64	13	n/a	n/a
ds003037	50	exclusion	int64	2	n/a	n/a
ds003047	11	participant_id	object	11	n/a	nb:ParticipantID
ds003047	11	age	int64	7	n/a	n/a
ds003047	11	sex	object	2	n/a	n/a
ds003076	17	participant_id	object	17	n/a	nb:ParticipantID
ds003076	17	age	int64	9	Age at first study session	n/a
ds003082	2	participant_id	object	2	n/a	nb:ParticipantID
ds003082	2	age	float64	2	n/a	n/a
ds003082	2	sex	object	2	n/a	n/a
ds003082	2	dominant_hand	object	2	n/a	n/a
ds003083	26	participant_id	object	26	n/a	nb:ParticipantID
ds003083	26	age	int64	10	Age at first study session	n/a
ds003095	38	participant_id	object	38	n/a	nb:ParticipantID
ds003095	38	age	int64	22	n/a	n/a
ds003095	38	sex	object	2	n/a	n/a
ds003095	38	ImmScore	int64	24	n/a	n/a
ds003097	928	participant_id	object	928	n/a	nb:ParticipantID
ds003097	928	age	float64	27	Age of participant in years	n/a
ds003097	928	sex	object	2	(Self-reported) biological sex of participant	n/a
ds003097	928	handedness	object	2	Whether someone is left-handed, right-handed, or ambidextrous	n/a
ds003097	928	BMI	int64	32	n/a	n/a
ds003097	928	education_level	object	3	Level of education (as defined by the Central Bureau van de Statistiek, CBS)	n/a
ds003097	928	background_SES	float64	9	Background socio-economic status (based on parents' income and educational level (range 2-6)	n/a
ds003097	928	IST_fluid	float64	126	IST fluid intelligence subscale	n/a
ds003097	928	IST_memory	float64	50	IST memory subscale	n/a
ds003097	928	IST_crystallised	float64	55	IST crystallized intelligence scale	n/a
ds003097	928	IST_intelligence_total	float64	183	IST total intelligence	n/a
ds003097	928	BAS_drive	int64	13	BAS drive scale	n/a
ds003097	928	BAS_fun	int64	13	BAS fun scale	n/a
ds003097	928	BAS_reward	int64	12	BAS reward scale	n/a
ds003097	928	BIS	int64	21	BIS scale	n/a
ds003097	928	NEO_N	int64	35	Score on the Neuroticism scale of the NEO-FFI	n/a
ds003097	928	NEO_E	int64	35	Score on the Extraversion scale of the NEO-FFI	n/a
ds003097	928	NEO_O	int64	36	Score on the Openness scale of the NEO-FFI	n/a
ds003097	928	NEO_A	int64	34	Score on the Agreeableness scale of the NEO-FFI	n/a
ds003097	928	NEO_C	float64	35	Score on the Conscientiousness scale of the NEO-FFI	n/a
ds003097	928	STAI_T	float64	52	Trait anxiety (from the state-trait anxiety inventory)	n/a
ds003097	928	sexual_attraction_M	float64	8	To what degree the subject was attracted to males	n/a
ds003097	928	sexual_attraction_F	float64	8	To what degree the subject was attracted to females	n/a
ds003097	928	gender_identity_M	float64	8	To what degree the subject felt male	n/a
ds003097	928	gender_identity_F	float64	8	To what degree the subject felt female	n/a
ds003097	928	religious_upbringing	yes/no	2	Whether the subject was religious or not	n/a
ds003097	928	religious_now	yes/no	2	Whether the subject is religious now	n/a
ds003097	928	religious_importance	float64	6	How much religion plays a role in the subject's life	n/a
ds003097	928	DWI_TR_run1	float64	26	Repetition Time (TR) for the first DWI scan (if this scan doesn't exist for a subject, it is coded 'n/a')	n/a
ds003097	928	DWI_TR_run2	float64	22	Repetition Time (TR) for the second DWI scan (if this scan doesn't exist for a subject, it is coded 'n/a')	n/a
ds003097	928	DWI_TR_run3	float64	21	Repetition Time (TR) for the third DWI scan (if this scan doesn't exist for a subject, it is coded 'n/a')	n/a
ds003104	1	participant_id	object	1	Unique participant identifier	nb:ParticipantID
ds003104	1	age	float64	1	Age of the participant at time of testing	n/a
ds003104	1	sex	object	1	Biological sex of the participant	n/a
ds003104	1	hand	float64	1	Handedness of the participant	n/a
ds003114	49	participant_id	object	49	n/a	nb:ParticipantID
ds003114	49	age	int64	9	age of the participant	n/a
ds003114	49	sex	object	1	sex of the participant	n/a
ds003114	49	group	object	2	group	n/a
ds003114	49	Progesterone (pg/ml)	float64	49	n/a	n/a
ds003114	49	Estrogen (pg/ml)	float64	48	n/a	n/a
ds003114	49	BAS-rewards	int64	7	n/a	n/a
ds003114	49	BAS-drive	int64	8	n/a	n/a
ds003114	49	BAS-fun seeking	int64	9	n/a	n/a
ds003114	49	BIS	int64	9	behaviroal inhibition system	n/a
ds003126	58	participant_id	object	58	n/a	nb:ParticipantID
ds003126	58	age	int64	4	age of the participant	n/a
ds003126	58	sex	object	2	sex of the participant	n/a
ds003126	58	group	object	3	group	n/a
ds003136	25	participant_id	int64	25	n/a	nb:ParticipantID
ds003136	25	age	int64	14	n/a	n/a
ds003136	25	sex	object	1	n/a	n/a
ds003146	33	participant_id	int64	33	n/a	nb:ParticipantID
ds003146	33	Group	object	2	Musician or not	n/a
ds003171	17	participant_id	object	17	n/a	nb:ParticipantID
ds003176	34	participant_id	object	34	n/a	nb:ParticipantID
ds003176	34	age	int64	11	age of the participant	n/a
ds003176	34	sex	object	2	sex of the participant	n/a
ds003176	34	group	object	1	group	n/a
ds003192	10	participant_id	object	10	n/a	nb:ParticipantID
ds003192	10	age	int64	8	n/a	n/a
ds003192	10	sex	object	2	n/a	n/a
ds003192	10	group	object	1	n/a	n/a
ds003216	1	participant_id	object	1	n/a	nb:ParticipantID
ds003216	1	sex	object	1	n/a	n/a
ds003216	1	age	int64	1	n/a	n/a
ds003216	1	handedness	object	1	n/a	n/a
ds003233	25	participant_id	object	25	Unique participant label	nb:ParticipantID
ds003233	25	gender	object	2	Participant gender	n/a
ds003233	25	age	int64	7	Participant age (years)	n/a
ds003233	25	scanner	object	2	MRI scanner assignment (fixed for participant)	n/a
ds003233	25	group	object	2	Participant group label	n/a
ds003233	25	missing_scans	object	2	Participant is missing scans	n/a
ds003242	122	participant_id	object	122	n/a	nb:ParticipantID
ds003242	122	age	int64	11	n/a	n/a
ds003242	122	sex	object	2	n/a	n/a
ds003338	20	participant_id	object	20	n/a	nb:ParticipantID
ds003338	20	age	int64	11	n/a	n/a
ds003338	20	sex	object	2	n/a	n/a
ds003338	20	group	object	1	n/a	n/a
ds003340	20	participant_id	object	20	n/a	nb:ParticipantID
ds003340	20	weight	float64	17	n/a	n/a
ds003340	20	age	int64	10	n/a	n/a
ds003340	20	gender	object	2	Gender of each participant	n/a
ds003342	19	participant_id	object	19	n/a	nb:ParticipantID
ds003346	145	participant_id	object	145	n/a	nb:ParticipantID
ds003346	145	group	float64	3	group participant	n/a
ds003346	145	sex	float64	3	sex of participants	n/a
ds003346	145	age	float64	32	age of the participant	n/a
ds003346	145	educ	float64	7	n/a	n/a
ds003346	145	educ_yr	float64	7	n/a	n/a
ds003346	145	occup	float64	11	n/a	n/a
ds003346	145	income	object	41	n/a	n/a
ds003346	145	civil_st	float64	7	n/a	n/a
ds003346	145	child	float64	3	n/a	n/a
ds003346	145	child_num	float64	6	n/a	n/a
ds003346	145	work_thirtydays	float64	9	n/a	n/a
ds003346	145	work_threeyears	float64	10	n/a	n/a
ds003346	145	laterality	float64	4	n/a	n/a
ds003346	145	ed_score	float64	10	n/a	n/a
ds003346	145	amai	float64	8	n/a	n/a
ds003346	145	amai_score	float64	76	n/a	n/a
ds003346	145	admin.route	float64	5	n/a	n/a
ds003346	145	years.begin	float64	26	n/a	n/a
ds003346	145	coc.age.onset	float64	26	n/a	n/a
ds003346	145	days.last.use	float64	31	n/a	n/a
ds003346	145	week.dose	float64	8	n/a	n/a
ds003346	145	tobc.lastyear	float64	3	n/a	n/a
ds003346	145	tobc.day	float64	7	n/a	n/a
ds003346	145	tobc.totyears	float64	30	n/a	n/a
ds003346	145	exclusion	int64	2	n/a	n/a
ds003346	145	comm	object	21	n/a	n/a
ds003354	10	participant_id	object	10	n/a	nb:ParticipantID
ds003354	10	age	int64	8	n/a	n/a
ds003354	10	sex	object	2	n/a	n/a
ds003354	10	handedness	object	1	handedness of the participant	n/a
ds003357	32	participant_id	object	32	n/a	nb:ParticipantID
ds003357	32	group	object	2	group	n/a
ds003357	32	gender	int64	18	sex of the participant	n/a
ds003357	32	age	object	2	age of the participant	n/a
ds003381	21	participant_id	object	21	n/a	nb:ParticipantID
ds003381	21	age	int64	13	n/a	n/a
ds003381	21	sex	object	2	n/a	n/a
ds003382	10	participant_id	object	10	Participant identifier	nb:ParticipantID
ds003382	10	age	int64	7	Age in years	n/a
ds003382	10	sex	object	2	self-rated by participant, M for male/F for female	n/a
ds003382	10	group	object	1	all the sujbects are on control group	n/a
ds003382	10	handedness	object	2	handedness of the participant as reported by the participant	n/a
ds003382	10	education_years	int64	8	years of education calculated as formal education of 6 months or more. starts from the first year of primary/elementary school onwards	n/a
ds003382	10	education_specify	object	6	the highest level of formal education completed (i.e., does not include uncompleted education or education currently undertaken)	n/a
ds003382	10	body_weight	float64	8	body weight of the participant	n/a
ds003382	10	efl	yes/no	2	english as first language	n/a
ds003382	10	visual_impairment	yes/no	2	any kind of vision impairment including wearing reading glasses	n/a
ds003382	10	visual_impairment_specify	object	5	description of visual impairment	n/a
ds003382	10	mental_illness_history	yes/no	2	handedness of the participant as reported by the participant	n/a
ds003382	10	mental_illness_specify	object	5	diagnosis or treatment of whether the person has received a diagnosis for any Axis I psychiatric condition	n/a
ds003382	10	mental_illness_family_history	yes/no	2	self-report of whether the person has a family member who has had a current or past Axis I psychiatric condition	n/a
ds003382	10	mental_illness_family_history_specify	object	6	diagnosis or treatment of the family member’s  psychiatric condition	n/a
ds003382	10	dementia_suspec_dx_family	object	3	Whether a family member had suspected or diagnosed dementia	n/a
ds003382	10	neurological	object	3	Whether the person has a current or previous neurological condition	n/a
ds003382	10	cardiovascular	object	2	Whether the person has a current or previous cardiovascular condition	n/a
ds003382	10	diabetes	yes/no	1	Whether the person has a current or previous diabetes diagnosis	n/a
ds003382	10	regular_medication	yes/no	2	Whether the person is currently taking regular medication	n/a
ds003382	10	regular_medication_specify	object	4	description of regular medication	n/a
ds003382	10	medication_last24hr	object	5	Whether the person took medication in the previous 24hrs	n/a
ds003382	10	current_smoker	yes/no	1	currently smoking	n/a
ds003382	10	previous_smoker	yes/no	2	previous smoking	n/a
ds003382	10	previous_smoker_specify	object	5	description of previous smoking 	n/a
ds003382	10	alcohol_days_per_week	float64	6	number of days per week the person drinks	n/a
ds003382	10	standard_drinks_per_drinking_day	int64	5	number average number of standard drinks per drinking day	n/a
ds003382	10	recreational_drugs	object	2	used recreational drugs in last 6 months	n/a
ds003382	10	recreational_drugs_specify	object	2	description of recreational drugs used in last 6 months	n/a
ds003382	10	edinburgh_hand_l	float64	5	Edinburgh Handedness Inventory: left-hand	n/a
ds003382	10	edinburgh_hand_r	float64	5	Edinburgh Handedness Inventory: right-hand	n/a
ds003382	10	cesd_r	float64	6	Centre for Epidemiological Studies Depression Inventory - Revised total score	n/a
ds003382	10	bsl	float64	6	Blood sugar level	n/a
ds003382	10	dose	float64	10	FDG dose in MBq	n/a
ds003392	12	participant_id	object	12	Unique participant identifier	nb:ParticipantID
ds003392	12	age	float64	1	Age of the participant at time of testing	n/a
ds003392	12	sex	float64	1	Biological sex of the participant	n/a
ds003392	12	hand	float64	1	Handedness of the participant	n/a
ds003397	15	participant_id	object	15	Participant identifier	nb:ParticipantID
ds003397	15	group	object	3	groups of different injection types	n/a
ds003397	15	hb	float64	15	Haemoglobin	n/a
ds003397	15	bsl	float64	1	Blood sugar level	n/a
ds003397	15	age	int64	3	Age in years	n/a
ds003397	15	gender	object	2	self-rated by participant, M for male/F for female	n/a
ds003397	15	handedness	object	1	handedness of the participant as reported by the participant	n/a
ds003397	15	education_years	int64	4	years of education calculated as formal education of 6 months or more. starts from the first year of primary/elementary school onwards	n/a
ds003397	15	highest_level_education_completed	int64	1	the highest level of formal education completed (i.e., does not include uncompleted education or education currently undertaken)	n/a
ds003397	15	english_as_first_language	yes/no	4	english as first language	n/a
ds003397	15	visual_impairments	yes/no	4	n/a	n/a
ds003397	15	visual_impairment_specify	object	9	description of visual impairment	n/a
ds003397	15	hearing_impairment	yes/no	2	whether the participant has hearing impairment	n/a
ds003397	15	hearing_specify	float64	1	specify the kind of hearing impairment	n/a
ds003397	15	personal_history_mental_illness	yes/no	3	whether the participant has history mental illness	n/a
ds003397	15	mental_illness_history_specify	object	2	diagnosis or treatment of whether the person has received a diagnosis for any Axis I psychiatric condition	n/a
