dataset	column	value	is_row	description	controlled_term	units
ds002330	CAQ_Music	4	False	n/a	n/a	n/a
ds002330	CAQ_Music	7	False	n/a	n/a	n/a
ds002330	CAQ_Music	8	False	n/a	n/a	n/a
ds002330	CAQ_Music	9	False	n/a	n/a	n/a
ds002330	CAQ_Music	11	False	n/a	n/a	n/a
ds002330	CAQ_Music	13	False	n/a	n/a	n/a
ds002330	CAQ_Music	14	False	n/a	n/a	n/a
ds002330	CAQ_Music	21	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	n/a	True	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	0	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	1	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	2	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	3	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	4	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	6	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	7	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	9	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	11	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	12	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	15	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	16	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	17	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	21	False	n/a	n/a	n/a
ds002330	CAQ_ScientificDiscovery	28	False	n/a	n/a	n/a
ds002330	CAQ_TheaterAndFilm	n/a	True	n/a	n/a	n/a
ds002330	CAQ_TheaterAndFilm	0	False	n/a	n/a	n/a
ds002330	CAQ_TheaterAndFilm	1	False	n/a	n/a	n/a
ds002330	CAQ_TheaterAndFilm	3	False	n/a	n/a	n/a
ds002330	CAQ_TheaterAndFilm	5	False	n/a	n/a	n/a
ds002330	CAQ_TheaterAndFilm	6	False	n/a	n/a	n/a
ds002330	CAQ_TheaterAndFilm	7	False	n/a	n/a	n/a
ds002330	CAQ_TheaterAndFilm	8	False	n/a	n/a	n/a
ds002330	CAQ_TheaterAndFilm	9	False	n/a	n/a	n/a
ds002330	CAQ_TheaterAndFilm	23	False	n/a	n/a	n/a
ds002330	CAQ_VisualArts	n/a	True	n/a	n/a	n/a
ds002330	CAQ_VisualArts	0	False	n/a	n/a	n/a
ds002330	CAQ_VisualArts	1	False	n/a	n/a	n/a
ds002330	CAQ_VisualArts	3	False	n/a	n/a	n/a
ds002330	CAQ_VisualArts	6	False	n/a	n/a	n/a
ds002330	CAQ_VisualArts	7	False	n/a	n/a	n/a
ds002330	CAQ_VisualArts	8	False	n/a	n/a	n/a
ds002330	CAQ_VisualArts	10	False	n/a	n/a	n/a
ds002330	CAQ_VisualArts	11	False	n/a	n/a	n/a
ds002330	CAQ_VisualArts	15	False	n/a	n/a	n/a
ds002330	ATTA_VerbalCreativity	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VerbalRichnessAndColourfulnessOfImagery	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VerbalEmotions_Feelings	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VerbalFutureOrientation	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VerbalHumor_ConceptualIncongruity	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VerbalProvocativeQuestions	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VerbalOriginality	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VerbalFluency	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualOriginality	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualElaboration	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualFlexibility	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualOpenness	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualDiffPerspective	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualMvtOrSound	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualRichness	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualAbstractTitle	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualContext	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualSynthesis	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualInternalPerspective	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualEmotion	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualFantasy	n/a	True	n/a	n/a	n/a
ds002330	ATTA_VisualAbstractDesign	n/a	True	n/a	n/a	n/a
ds002336	participant_id	n/a	True	anonymised participant IDs of XP2 dataset	nb:ParticipantID	n/a
ds002336	age	n/a	True	age of the participant	n/a	n/a
ds002336	sex	n/a	True	sex of the participant	n/a	n/a
ds002336	sex	M	False	male	n/a	n/a
ds002336	sex	F	False	female	n/a	n/a
ds002338	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002338	age	n/a	True	n/a	n/a	n/a
ds002338	sex	n/a	True	n/a	n/a	n/a
ds002338	feedback_type	n/a	True	n/a	n/a	n/a
ds002345	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002345	age	n/a	True	age of the participant	n/a	n/a
ds002345	sex	n/a	True	sex of the participant	n/a	n/a
ds002345	sex	f	False	female	n/a	n/a
ds002345	sex	m	False	male	n/a	n/a
ds002345	task	n/a	True	tasks (story stimuli) collected for participant	n/a	n/a
ds002345	condition	n/a	True	within- or between-subject experimental condition for corresponding task (if applicable)	n/a	n/a
ds002345	comprehension	n/a	True	behavioral comprehension score ranging from 0 to 1 for corresponding task (if applicable)	n/a	n/a
ds002351	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002351	age	n/a	True	age of participant	n/a	n/a
ds002351	sex	n/a	True	sex of participant	n/a	n/a
ds002351	tsa_rt	n/a	True	participant's correct reaction time(ms) for TSA condition	n/a	n/a
ds002351	tsw_rt	n/a	True	participant's correct reaction time(ms) for TSW condition	n/a	n/a
ds002351	rs_rt	n/a	True	participant's correct reaction time(ms) for RS condition	n/a	n/a
ds002351	tsa_error	n/a	True	participant's error rate(%) for TSA condition	n/a	n/a
ds002351	tsa_error	0	False	n/a	n/a	n/a
ds002351	tsa_error	20	False	n/a	n/a	n/a
ds002351	tsa_error	5	False	n/a	n/a	n/a
ds002351	tsa_error	10	False	n/a	n/a	n/a
ds002351	tsa_error	15	False	n/a	n/a	n/a
ds002351	tsw_error	n/a	True	participant's error rate(%) for TSW condition	n/a	n/a
ds002351	tsw_error	0	False	n/a	n/a	n/a
ds002351	tsw_error	35	False	n/a	n/a	n/a
ds002351	tsw_error	5	False	n/a	n/a	n/a
ds002351	tsw_error	40	False	n/a	n/a	n/a
ds002351	tsw_error	10	False	n/a	n/a	n/a
ds002351	tsw_error	15	False	n/a	n/a	n/a
ds002351	tsw_error	20	False	n/a	n/a	n/a
ds002351	tsw_error	25	False	n/a	n/a	n/a
ds002351	rs_error	n/a	True	participant's error rate(%) for RS condition	n/a	n/a
ds002351	rs_error	0	False	n/a	n/a	n/a
ds002351	rs_error	20	False	n/a	n/a	n/a
ds002351	rs_error	5	False	n/a	n/a	n/a
ds002351	rs_error	10	False	n/a	n/a	n/a
ds002351	rs_error	15	False	n/a	n/a	n/a
ds002363	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002363	age	n/a	True	n/a	n/a	n/a
ds002363	sex	n/a	True	n/a	n/a	n/a
ds002366	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002366	sex	n/a	True	-	n/a	n/a
ds002366	age	n/a	True	Age of participant at time of MRI scan.	n/a	n/a
ds002366	rLEF	n/a	True	Metric for the rate of change in executive function, calculated from longitudinal measurements of cognitive performance tasks. For further details see supplementary material as referenced in dataset_description.	n/a	n/a
ds002366	EF	n/a	True	Metric for executive function, calculated from recent measurements of cognitive performance tasks. For further details see supplementary material as referenced in dataset_description.	n/a	n/a
ds002366	Unnamed: 5	n/a	True	n/a	n/a	n/a
ds002366	Unnamed: 6	n/a	True	n/a	n/a	n/a
ds002382	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002382	age	n/a	True	n/a	n/a	n/a
ds002382	sex	n/a	True	n/a	n/a	n/a
ds002393	participant_id	n/a	True	Unique ID	nb:ParticipantID	n/a
ds002393	sex	n/a	True	M or F	n/a	n/a
ds002393	age	n/a	True	yy	n/a	n/a
ds002393	date_of_scan	n/a	True	yyyy-mm-dd	n/a	n/a
ds002393	institution_id	n/a	True	n/a	n/a	n/a
ds002393	manufacturer	n/a	True	n/a	n/a	n/a
ds002393	manufacturers_model_name	n/a	True	n/a	n/a	n/a
ds002411	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002411	sex	n/a	True	sex of the subject	n/a	n/a
ds002411	sex	M	False	male	n/a	n/a
ds002411	sex	F	False	female	n/a	n/a
ds002411	age	n/a	True	age of the subject	n/a	n/a
ds002411	handedness	n/a	True	handedness of the subject	n/a	n/a
ds002411	handedness	Right	False	right-handed subject	n/a	n/a
ds002411	handedness	Left	False	left-handed subject	n/a	n/a
ds002411	edinburgh_LQ	n/a	True	handedness laterality quotient of the subject assessed by Edinburgh handedness inventory	n/a	n/a
ds002411	recruite_Criteria	n/a	True	recruting criterion used to recruit the subject	n/a	n/a
ds002411	recruite_Criteria	Expert	False	top 20% rank holder in AtCoder community	n/a	n/a
ds002411	recruite_Criteria	Middle	False	top 21-50% rank holder in AtCoder community	n/a	n/a
ds002411	recruite_Criteria	Novice	False	novice controls with four years or less programming experiences	n/a	n/a
ds002411	atCoder_Rate	n/a	True	AtCoder rate of the subject indicating how much he/she can perform well in AtCoder competitive programming contests	n/a	n/a
ds002411	atCoder_Rate	0	False	n/a	n/a	n/a
ds002411	atCoder_Rate	646	False	n/a	n/a	n/a
ds002411	atCoder_Rate	971	False	n/a	n/a	n/a
ds002411	atCoder_Rate	1619	False	n/a	n/a	n/a
ds002411	atCoder_Rate	2068	False	n/a	n/a	n/a
ds002411	atCoder_Rate	2454	False	n/a	n/a	n/a
ds002411	atCoder_Rate	2200	False	n/a	n/a	n/a
ds002411	atCoder_Rate	1179	False	n/a	n/a	n/a
ds002411	atCoder_Rate	1566	False	n/a	n/a	n/a
ds002411	atCoder_Rate	991	False	n/a	n/a	n/a
ds002411	atCoder_Rate	1506	False	n/a	n/a	n/a
ds002411	atCoder_Rate	2919	False	n/a	n/a	n/a
ds002411	atCoder_Rate	682	False	n/a	n/a	n/a
ds002411	atCoder_Rate	875	False	n/a	n/a	n/a
ds002411	atCoder_Rate	876	False	n/a	n/a	n/a
ds002411	atCoder_Rate	1071	False	n/a	n/a	n/a
ds002411	atCoder_Rate	945	False	n/a	n/a	n/a
ds002411	atCoder_Rate	1458	False	n/a	n/a	n/a
ds002411	atCoder_Rate	1918	False	n/a	n/a	n/a
ds002411	atCoder_Rate	702	False	n/a	n/a	n/a
ds002411	atCoder_Rate	1983	False	n/a	n/a	n/a
ds002411	performance_Training	n/a	True	behavioral performance of subject on training session in the experiment	n/a	n/a
ds002411	performance_MRI	n/a	True	behavioral performance of subject on fMRI session in the experiment	n/a	n/a
ds002411	performance_Subcategory	n/a	True	behavioral performance of subject on post MRI session in the experiment	n/a	n/a
ds002419	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002419	group	n/a	True	group label of the participant	n/a	n/a
ds002419	group	sugar	False	group exposed to a sucrose beverage	n/a	n/a
ds002419	group	lcs	False	group exposed to the low calorie sweetener beverage containing sucralose	n/a	n/a
ds002419	group	combo	False	group exposed to a sucralose plus maltodextrin beverage	n/a	n/a
ds002419	age	n/a	True	age of the participant	n/a	n/a
ds002419	gender	n/a	True	gender of the participant	n/a	n/a
ds002419	gender	male	False	male	n/a	n/a
ds002419	gender	female	False	female	n/a	n/a
ds002419	height	n/a	True	height of the participant	n/a	n/a
ds002419	weight	n/a	True	weight of the participant	n/a	n/a
ds002419	BMI	n/a	True	Body mass index of the participant	n/a	n/a
ds002419	bodyfat	n/a	True	Percentage body fat of the participant	n/a	n/a
ds002419	ethnicity	n/a	True	ethnic background of the participant	n/a	n/a
ds002419	ethnicity	Arabic	False	arabic	n/a	n/a
ds002419	ethnicity	Asian	False	asian	n/a	n/a
ds002419	ethnicity	Black	False	black	n/a	n/a
ds002419	ethnicity	Hispanic	False	hispanic	n/a	n/a
ds002419	ethnicity	white	False	white	n/a	n/a
ds002419	education	n/a	True	education level of the participant	n/a	n/a
ds002419	insulin_change	n/a	True	relative change in iAUC oral glucose tolerance test blood plasma insulin from 0 to 30 minutes between ses-1 and ses-2	n/a	n/a
ds002419	ses-1_lcs_total	n/a	True	Timeline follow back low calorie sweetener intake volume over the last 2 weeks for session 1	n/a	n/a
ds002419	ses-1_lcs_days	n/a	True	Timeline follow back low calorie sweetener intake days over the last 2 weeks for session 1	n/a	n/a
ds002419	ses-1_lcs_days	0	False	n/a	n/a	n/a
ds002419	ses-1_lcs_days	1	False	n/a	n/a	n/a
ds002419	ses-1_lcs_days	2	False	n/a	n/a	n/a
ds002419	ses-1_lcs_days	3	False	n/a	n/a	n/a
ds002419	ses-1_lcs_days	4	False	n/a	n/a	n/a
ds002419	ses-1_lcs_days	5	False	n/a	n/a	n/a
ds002419	ses-1_lcs_days	6	False	n/a	n/a	n/a
ds002419	ses-1_lcs_days	8	False	n/a	n/a	n/a
ds002419	ses-1_lcs_days	11	False	n/a	n/a	n/a
ds002419	ses-1_lcs_days	14	False	n/a	n/a	n/a
ds002419	ses-1_ssb_total	n/a	True	Timeline follow back sugar sweetened beverage intake volume over the last 2 weeks for session 1	n/a	n/a
ds002419	ses-1_ssb_days	n/a	True	Timeline follow back sugar sweetened beverage intake days over the last 2 weeks for session 1	n/a	n/a
ds002419	ses-1_ssb_days	0	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	1	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	2	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	3	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	4	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	5	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	6	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	7	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	8	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	10	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	11	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	12	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	13	False	n/a	n/a	n/a
ds002419	ses-1_ssb_days	14	False	n/a	n/a	n/a
ds002419	ses-2_lcs_total	n/a	True	Timeline follow back low calorie sweetener intake volume over the last 2 weeks for session 2	n/a	n/a
ds002419	ses-2_lcs_days	n/a	True	Timeline follow back low calorie sweetener intake days over the last 2 weeks for session 2	n/a	n/a
ds002419	ses-2_lcs_days	0	False	n/a	n/a	n/a
ds002419	ses-2_lcs_days	1	False	n/a	n/a	n/a
ds002419	ses-2_lcs_days	2	False	n/a	n/a	n/a
ds002419	ses-2_lcs_days	3	False	n/a	n/a	n/a
ds002419	ses-2_lcs_days	4	False	n/a	n/a	n/a
ds002419	ses-2_lcs_days	5	False	n/a	n/a	n/a
ds002419	ses-2_lcs_days	10	False	n/a	n/a	n/a
ds002419	ses-2_lcs_days	12	False	n/a	n/a	n/a
ds002419	ses-2_lcs_days	14	False	n/a	n/a	n/a
ds002419	ses-2_ssb_total	n/a	True	Timeline follow back sugar sweetened beverage intake volume over the last 2 weeks for session 2	n/a	n/a
ds002419	ses-2_ssb_days	n/a	True	Timeline follow back sugar sweetened beverage intake days over the last 2 weeks for session 2	n/a	n/a
ds002419	ses-2_ssb_days	0	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	1	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	2	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	3	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	4	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	5	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	6	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	7	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	8	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	9	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	10	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	11	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	12	False	n/a	n/a	n/a
ds002419	ses-2_ssb_days	14	False	n/a	n/a	n/a
ds002419	ses-1_SPT	n/a	True	sucrose preference test score for session 1	n/a	n/a
ds002419	ses-2_SPT	n/a	True	sucrose preference test score for session 2	n/a	n/a
ds002419	ses-1_glucose_t-0	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 0 minutes for session 1	n/a	n/a
ds002419	ses-1_glucose_t-15	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 15 minutes for session 1	n/a	n/a
ds002419	ses-1_glucose_t-30	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 30 minutes for session 1	n/a	n/a
ds002419	ses-1_glucose_t-60	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 60 minutes for session 1	n/a	n/a
ds002419	ses-1_glucose_t-90	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 90 minutes for session 1	n/a	n/a
ds002419	ses-1_glucose_t-120	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 120 minutes for session 1	n/a	n/a
ds002419	ses-2_glucose_t-0	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 0 minutes for session 2	n/a	n/a
ds002419	ses-2_glucose_t-15	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 15 minutes for session 2	n/a	n/a
ds002419	ses-2_glucose_t-30	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 30 minutes for session 2	n/a	n/a
ds002419	ses-2_glucose_t-60	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 60 minutes for session 2	n/a	n/a
ds002419	ses-2_glucose_t-90	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 90 minutes for session 2	n/a	n/a
ds002419	ses-2_glucose_t-120	n/a	True	Oral Glucose Tolerance Test blood plasma glucose on timepoint 120 minutes for session 2	n/a	n/a
ds002419	ses-1_insulin_t-0	n/a	True	Oral insulin Tolerance Test blood plasma insulin on timepoint 0 minutes for session 1	n/a	n/a
ds002419	ses-1_insulin_t-15	n/a	True	Oral insulin Tolerance Test blood plasma insulin on timepoint 15 minutes for session 1	n/a	n/a
ds002419	ses-1_insulin_t-30	n/a	True	Oral insulin Tolerance Test blood plasma insulin on timepoint 30 minutes for session 1	n/a	n/a
ds002419	ses-1_insulin_t-60	n/a	True	Oral insulin Tolerance Test blood plasma insulin on timepoint 60 minutes for session 1	n/a	n/a
ds002419	ses-1_insulin_t-90	n/a	True	Oral insulin Tolerance Test blood plasma insulin on timepoint 90 minutes for session 1	n/a	n/a
ds002419	ses-1_insulin_t-120	n/a	True	Oral insulin Tolerance Test blood plasma insulin on timepoint 120 minutes for session 1	n/a	n/a
ds002419	ses-2_insulin_t-0	n/a	True	Oral insulin Tolerance Test blood plasma insulin on timepoint 0 minutes for session 2	n/a	n/a
ds002419	ses-2_insulin_t-15	n/a	True	Oral insulin Tolerance Test blood plasma insulin on timepoint 15 minutes for session 2	n/a	n/a
ds002419	ses-2_insulin_t-30	n/a	True	Oral insulin Tolerance Test blood plasma insulin on timepoint 30 minutes for session 2	n/a	n/a
ds002419	ses-2_insulin_t-30.1	n/a	True	n/a	n/a	n/a
ds002419	ses-2_insulin_t-90	n/a	True	Oral insulin Tolerance Test blood plasma insulin on timepoint 90 minutes for session 2	n/a	n/a
ds002419	ses-2_insulin_t-120	n/a	True	Oral insulin Tolerance Test blood plasma insulin on timepoint 120 minutes for session 2	n/a	n/a
ds002422	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002422	age	n/a	True	n/a	n/a	n/a
ds002422	sex	n/a	True	n/a	n/a	n/a
ds002424	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002424	age_ses-T1	n/a	True	Age in years at ses-T1	n/a	n/a
ds002424	age_ses-T2	n/a	True	Age in years at ses-T2	n/a	n/a
ds002424	sex	n/a	True	Sex of participant	n/a	n/a
ds002424	sex	1	False	male	n/a	n/a
ds002424	sex	2	False	female	n/a	n/a
ds002424	sex	1	False	n/a	n/a	n/a
ds002424	sex	2	False	n/a	n/a	n/a
ds002424	handedness	n/a	True	Participant handedness as reported by parent/guardian	n/a	n/a
ds002424	handedness	1	False	Left	n/a	n/a
ds002424	handedness	2	False	Right	n/a	n/a
ds002424	ADHD_diagnosis	n/a	True	Previous ADHD Diagnosis as reported by parent/guardian at ses-T1	n/a	n/a
ds002424	ADHD_diagnosis	0	False	no	n/a	n/a
ds002424	ADHD_diagnosis	1	False	yes	n/a	n/a
ds002424	ADHD_diagnosis	0	False	n/a	n/a	n/a
ds002424	ADHD_diagnosis	1	False	n/a	n/a	n/a
ds002424	ADHD_medication	n/a	True	Prescribed medication taken for ADHD at ses-T1	n/a	n/a
ds002424	SLD_datetime	n/a	True	date and time of ses-T1_task-SLD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a
ds002424	SLI_datetime	n/a	True	date and time of ses-T1_task-SLI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a
ds002424	SSD_datetime	n/a	True	date and time of ses-T1_task-SSD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a
ds002424	SSI_datetime	n/a	True	date and time of ses-T1_task-SSI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a
ds002424	VLD_datetime	n/a	True	date and time of ses-T1_task-VLD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a
ds002424	VLI_datetime	n/a	True	date and time of ses-T1_task-VLI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a
ds002424	VSD_datetime	n/a	True	date and time of ses-T1_task-VSD, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a
ds002424	VSI_datetime	n/a	True	date and time of ses-T1_task-VSI, dates have been randomly shifted -365 to 0 days per subject to preserve anonymity, years shifted to 18XX to make date shifting transparent.	n/a	n/a
ds002424	race	n/a	True	How would you describe yourself?	n/a	n/a
ds002424	race	1	False	American Indian or Alaskan Native	n/a	n/a
ds002424	race	2	False	Asian	n/a	n/a
ds002424	race	3	False	Black or African American	n/a	n/a
ds002424	race	4	False	Native Hawaiian or Other Pacific Islander	n/a	n/a
ds002424	race	5	False	White	n/a	n/a
ds002424	race	6	False	Two or more races	n/a	n/a
ds002424	race	7	False	Other	n/a	n/a
ds002424	ethnicity	n/a	True	Ethnicity of participants	n/a	n/a
ds002424	ethnicity	1	False	Hispanic or Latino	n/a	n/a
ds002424	ethnicity	2	False	Not Hispanic or Latino	n/a	n/a
ds002522	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002522	group	n/a	True	group membership	n/a	n/a
ds002522	group	ASD	False	ASD (Autism Spectrum Disorders)	n/a	n/a
ds002522	group	Neurotypical	False	Neurotypicals (controls)	n/a	n/a
ds002522	age	n/a	True	age of participant	n/a	n/a
ds002522	sex	n/a	True	biological sex of participant	n/a	n/a
ds002522	sex	m	False	male	n/a	n/a
ds002522	sex	f	False	female	n/a	n/a
ds002543	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002543	sex	n/a	True	Participant's sex	n/a	n/a
ds002543	age	n/a	True	n/a	n/a	n/a
ds002547	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002547	sex	n/a	True	(Self-reported) sex of participant	n/a	n/a
ds002547	sex	M	False	male	n/a	n/a
ds002547	sex	F	False	female	n/a	n/a
ds002547	age	n/a	True	Age of participant, rounded to nearest integer	n/a	n/a
ds002547	validation_session	n/a	True	Which session was used for the validation set. For participants with two sessions, the other session was used for exploration.	n/a	n/a
ds002547	validation_session	1	False	The first session was used for validation (if present, the second session was used for exploration)	n/a	n/a
ds002547	validation_session	2	False	The second session was used for validation (the first session was used for exploration)	n/a	n/a
ds002550	participant_id	n/a	True	Unique participant identifier	nb:ParticipantID	n/a
ds002550	sex	n/a	True	Biological sex of the participant	n/a	n/a
ds002550	sex	F	False	female	n/a	n/a
ds002550	sex	M	False	male	n/a	n/a
ds002551	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002551	gender	n/a	True	C57Bl/6J mice	n/a	n/a
ds002551	gender	m	False	Male	n/a	n/a
ds002551	gender	f	False	Female	n/a	n/a
ds002551	field	n/a	True	Field strength of the MRI system	n/a	n/a
ds002551	field	7	False	n/a	n/a	n/a
ds002551	coil	n/a	True	Radio-frequency coil system	n/a	n/a
ds002551	coil	Cryo	False	Bruker Cryoprobe	n/a	n/a
ds002551	breathing	n/a	True	Breathing condition	n/a	n/a
ds002551	breathing	f	False	Free-breathing	n/a	n/a
ds002551	sedation	n/a	True	Sedation protocol	n/a	n/a
ds002551	sedation	Awake	False	Awake (no sedation)	n/a	n/a
ds002578	participant_id	n/a	True	Unique participant identifier	nb:ParticipantID	n/a
ds002578	gender	n/a	True	Sex of the participant	n/a	n/a
ds002578	gender	M	False	male	n/a	n/a
ds002578	gender	F	False	female	n/a	n/a
ds002578	participant_id.1	n/a	True	n/a	n/a	n/a
ds002578	age	n/a	True	age of the participant	n/a	n/a
ds002603	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002603	age	n/a	True	n/a	n/a	n/a
ds002603	sex	n/a	True	n/a	n/a	n/a
ds002606	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002606	acq_date	n/a	True	n/a	n/a	n/a
ds002606	session_label	n/a	True	n/a	n/a	n/a
ds002606	session_label	1	False	n/a	n/a	n/a
ds002606	session_label	2	False	n/a	n/a	n/a
ds002643	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002643	sex	n/a	True	n/a	n/a	n/a
ds002643	age	n/a	True	n/a	n/a	n/a
ds002643	height	n/a	True	n/a	n/a	n/a
ds002643	weight	n/a	True	n/a	n/a	n/a
ds002647	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds002647	handgrip_condition	n/a	True	Participant's experiment condition for the IHG task	n/a	n/a
ds002647	handgrip_condition	Control	False	Participants do not squeeze the ball during the blue cue	n/a	n/a
ds002647	handgrip_condition	IHG	False	Participants squeeze the ball during the blue cue	n/a	n/a
ds002647	hormone_group	n/a	True	Participant's hormone group. Note that LU and HC are younger adult women and PM are older adult women	n/a	n/a
ds002647	hormone_group	LU	False	Luteal group - subjects in the luteal phase of their menstrual cycle	n/a	n/a
ds002647	hormone_group	HC	False	Hormonal contraceptive group - subjects taking hormonal contraceptive	n/a	n/a
ds002647	hormone_group	PM	False	Post-menopausal group - older post-menopausal women	n/a	n/a
ds002647	age	n/a	True	Participant's age	n/a	n/a
ds002647	sex	n/a	True	Participant's sex	n/a	n/a
ds002647	exclude	n/a	True	Exclusion tag from further analyses	n/a	n/a
ds002647	exclude	0	False	Subject is included in analyses	n/a	n/a
ds002647	exclude	1	False	Subject is excluded from analyses	n/a	n/a
